Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
6568b8d22ef6903ba4123c7f,5fd0ebb69497b30008547502,APPROVED,2023-11-30T16:31:19.607000Z,2023-11-30T17:32:53.334000Z,2023-12-01T16:15:10.881000Z,2023-11-30T17:32:54.171000Z,3694.0,565DE625,4134,English,45,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6568b8d622b8d853e4d863b1,589b97a23968420001373136,RETURNED,2023-11-30T16:31:59.781000Z,,,2024-02-15T18:51:15.977000Z,,,1783,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6568b8fe7a9f309a332b6a4a,64050cfd151bc9945fd3eac9,APPROVED,2023-11-30T16:34:26.820000Z,2023-11-30T18:04:12.405000Z,2023-12-01T16:15:05.057000Z,2023-11-30T18:04:13.998000Z,5386.0,565DE625,881,English,61,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
6568b90e62e4fb2ddb41a347,64394a1454202dfbace21e90,APPROVED,2023-11-30T16:32:22.526000Z,2023-11-30T17:29:04.848000Z,2023-12-01T16:15:00.655000Z,2023-11-30T17:29:05.633000Z,3403.0,565DE625,1268,English,50,Female,Black,United States,United States,United States,English,Yes,Full-Time,Not Applicable
6568b90fb41aad9115380102,5c6c597c42e33400019c72a5,RETURNED,2023-11-30T16:32:21.397000Z,,,2024-02-15T18:51:15.513000Z,,,4970,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6568b919c9475c28ad38ea6c,63c5c3192e709e19fc67d5dd,RETURNED,2023-11-30T16:32:37.649000Z,,,2024-02-15T18:51:14.693000Z,,,4615,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6568b96296ae26e50a614b1f,65344ec64854d12a1baf93d6,APPROVED,2023-11-30T16:33:47.065000Z,2023-11-30T17:29:24.680000Z,2023-12-01T16:15:08.114000Z,2023-11-30T17:29:25.431000Z,3338.0,565DE625,1295,English,53,Female,Black,United States,United States,United States,English,No,Full-Time,Not Applicable
6568b9c2fe9234fe61db912c,5c0fcccc1f6f150001487111,APPROVED,2023-11-30T16:35:24.110000Z,2023-11-30T17:25:20.438000Z,2023-12-01T16:14:59.363000Z,2023-11-30T17:25:22.086000Z,2997.0,565DE625,7588,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
6568ba5016a16d9dbf2de683,6518cf249463264599a7918d,APPROVED,2023-11-30T16:37:44.588000Z,2023-11-30T17:38:04.784000Z,2023-12-01T16:15:02.875000Z,2023-11-30T17:38:05.546000Z,3621.0,565DE625,1871,English,52,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Not Applicable
6568bbfdb41d82c5999b820c,59c41e340c5fc800011940f3,APPROVED,2023-11-30T16:44:52.006000Z,2023-11-30T17:34:07.727000Z,2023-12-01T16:14:58.433000Z,2023-11-30T17:34:08.532000Z,2956.0,565DE625,2279,English,59,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
