"subj_idx","trialNum","rt","intervalType","blockType","Switch","scaledRunningTime","Age","Age_2","Age_Years","response","congruency","SinceSwitch"
"5513256cfdf99b1607b1f47b",3,0.898,"Accuracy","Mixed","Repeat",-0.397994762587654,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",2
"5513256cfdf99b1607b1f47b",4,0.668,"Accuracy","Mixed","Repeat",0.101137815035412,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",2
"5513256cfdf99b1607b1f47b",5,0.667,"Accuracy","Mixed","Repeat",0.500269963343752,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",2
"5513256cfdf99b1607b1f47b",6,1.136,"Accuracy","Mixed","Repeat",0.898967327176811,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",2
"5513256cfdf99b1607b1f47b",7,0.847,"Accuracy","Mixed","Repeat",1.50157860991685,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",2
"5513256cfdf99b1607b1f47b",2,0.432,"Speed","Mixed","Switch",-1.19104164550096,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,0.445,"Speed","Mixed","Switch",-0.660169801182347,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",9,0.294,"Speed","Mixed","Switch",0.581574660221377,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",2,0.898,"Accuracy","Mixed","Switch",-1.08799772485926,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",3,1.004,"Accuracy","Mixed","Switch",-0.588865147236195,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,0.537,"Accuracy","Mixed","Switch",-0.0436454152332994,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",5,0.667,"Accuracy","Mixed","Switch",0.298529966813175,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",6,0.622,"Accuracy","Mixed","Switch",0.697227330646234,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",2,0.293,"Speed","Mixed","Switch",-1.31060737620335,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,0.258,"Speed","Mixed","Switch",-0.861040228762362,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",5,0.277,"Speed","Mixed","Switch",-0.640169715319402,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",6,0.255,"Speed","Mixed","Switch",-0.411038296846096,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",8,0.261,"Speed","Mixed","Switch",0.032007083465667,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",11,0.283,"Speed","Mixed","Switch",0.70853172700355,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",1,0.922,"Accuracy","Mixed","Switch",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",4,0.802,"Accuracy","Mixed","Switch",-0.191472136828981,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",5,0.838,"Accuracy","Mixed","Switch",0.265921131167069,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",6,0.672,"Accuracy","Mixed","Switch",0.73896664027325,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",7,0.807,"Accuracy","Mixed","Switch",1.13983792648272,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
