v_Speed_Fixed,v_Accuracy_Fixed,v_Speed_Varying,v_Accuracy_Varying,v_Speed,v_Accuracy,v_Fixed,v_Varying,a_Speed_Fixed,a_Accuracy_Fixed,a_Speed_Varying,a_Accuracy_Varying,a_Speed,a_Accuracy,a_Fixed,a_Varying
2.1826073181378356,2.879272633677154,2.3995731829519307,2.8082254404472997,2.291090250544883,2.843749037062227,2.530939975907495,2.603899311699615,0.9025502858585209,1.264921310889215,1.0005757125074564,1.1939665493913187,0.9515629991829887,1.2294439301402669,1.083735798373868,1.0972711309493877
2.1280941689542767,2.9109277693921807,2.393016948999819,2.8376396878679437,2.260555558977048,2.874283728630062,2.5195109691732287,2.6153283184338814,0.8803467727491774,1.2735341230811374,0.9827265608400475,1.2254064019761493,0.9315366667946124,1.2494702625286433,1.0769404479151574,1.1040664814080983
2.1281226003372913,2.8984865620778404,2.3998283043190076,2.843241108480081,2.2639754523281495,2.8708638352789606,2.513304581207566,2.6215347063995442,0.8804082693201155,1.2747326367311584,0.9819133173692008,1.2249596352260366,0.9311607933446582,1.2498461359785975,1.077570453025637,1.1034364762976188
2.150709101862637,2.8752126938462,2.403784244985261,2.8399725345201223,2.277246673423949,2.857592614183161,2.5129608978544185,2.6218783897526916,0.8888485913509525,1.267162181403957,0.9939733650968114,1.2120297207947903,0.941410978223882,1.2395959510993737,1.0780053863774548,1.1030015429458009
2.1517395791653255,2.873363420122601,2.391159185089572,2.8534163908367214,2.271449382127449,2.863389905479661,2.5125514996439633,2.6222877879631468,0.885640950376241,1.275375292193894,0.982346123936517,1.2186514921398595,0.933993537156379,1.2470133921668767,1.0805081212850676,1.1004988080381881
2.1537707865197726,2.88355345579461,2.3954610791760222,2.836893253723815,2.2746159328478974,2.8602233547592126,2.518662121157192,2.6161771664499183,0.8805174360686041,1.2793675907821473,0.9831046366733185,1.2190241951224414,0.9318110363709613,1.2491958929522944,1.0799425134253757,1.10106441589788
2.1560822603641077,2.8751927118351945,2.4042918516344773,2.8341117513804406,2.2801870559992925,2.8546522316078176,2.515637486099651,2.619201801507459,0.88640411108432,1.2738289860704322,0.9880230384095824,1.2137577230821768,0.9372135747469512,1.2437933545763045,1.080116548577376,1.1008903807458796
2.1407663168146307,2.8700879424939405,2.410535104269387,2.8482892116362617,2.275650710542009,2.859188577065101,2.5054271296542856,2.6294121579528245,0.8826138374379539,1.2781178246787397,0.9853017579949356,1.215980438534882,0.9339577977164447,1.2470491316068109,1.0803658310583468,1.1006410982649089
2.1339682087092013,2.891784323301481,2.390130443251011,2.8537955999525266,2.262049325980106,2.872789961627004,2.512876266005341,2.621963021601769,0.8880008261431559,1.27589584077893,0.9874453775272055,1.2106718141972197,0.9377231018351807,1.2432838274880749,1.081948333461043,1.0990585958622128
2.1908752438206562,2.8501055569901306,2.3956260519800274,2.833071722423406,2.293250647900342,2.8415886397067682,2.5204904004053934,2.6143488872017167,0.8773829789339719,1.2842435904972782,0.9777234599528911,1.2226638292623702,0.9275532194434315,1.2534537098798242,1.080813284715625,1.1001936446076306
2.1739545303906715,2.9356763506281705,2.388100776434984,2.771946917760394,2.2810276534128278,2.8538116341942823,2.554815440509421,2.580023847097689,0.9053142598054003,1.2677962152056508,1.001563788866929,1.187339594768531,0.9534390243361647,1.227567904987091,1.0865552375055256,1.09445169181773
2.1785725298609666,2.9535118755235743,2.3541106742364857,2.7834834955931935,2.266341602048726,2.868497685558384,2.5660422026922705,2.5687970849148396,0.9005156383498243,1.2705017337988869,1.0004007081839177,1.1905957783138827,0.950458173266871,1.2305487560563848,1.0855086860743555,1.0954982432489002
2.1948112918797413,2.948870235339289,2.3342937486221107,2.7917032993730793,2.264552520250926,2.870286767356184,2.571840763609515,2.562998523997595,0.9046008045007587,1.2718726159561304,0.9975356074201571,1.1880048307694653,0.9510682059604579,1.2299387233627979,1.0882367102284445,1.0927702190948112
2.1819121953499745,2.930202286397766,2.334053249081665,2.8235108443848147,2.2579827222158197,2.8768565653912903,2.55605724087387,2.57878204673324,0.8985349417822924,1.2691968037826071,0.9932870689146337,1.2009950441669783,0.9459110053484631,1.2350959239747927,1.0838658727824497,1.097141056540806
2.1985655472135157,2.9338279212488505,2.333005208646817,2.8042798981050368,2.2657853779301664,2.8690539096769436,2.566196734231183,2.568642553375927,0.9065574383984688,1.2660638325612132,0.9917581198247781,1.1976344678620512,0.9491577791116235,1.2318491502116322,1.086310635479841,1.0946962938434146
2.1907853261326444,2.928992165259726,2.3567533905025027,2.793147693319347,2.2737693583175735,2.8610699292895365,2.559888745696185,2.574950541910925,0.8908642608495803,1.2760710294206357,0.9869158763889156,1.20816269198738,0.938890068619248,1.2421168607040078,1.083467645135108,1.0975392841881477
2.1867494825950917,2.928233809124065,2.3565287168739895,2.7981665666210738,2.2716390997345406,2.8632001878725695,2.5574916458595784,2.5773476417475316,0.8925578695680552,1.2760522122010212,0.9877283749632495,1.2056754019141858,0.9401431222656523,1.2408638070576035,1.084305040884538,1.0967018884387176
2.1816600635424375,2.9245832534064626,2.363273000856666,2.800162257408654,2.2724665321995516,2.8623727554075584,2.55312165847445,2.58171762913266,0.8926287218667374,1.280246998005324,0.9846488432529131,1.204489295521537,0.9386387825598252,1.2423681467634304,1.0864378599360307,1.094569069387225
2.1979213864056084,2.9124551382380006,2.3327168715375417,2.8265851790330694,2.265319128971575,2.869520158635535,2.5551882623218045,2.5796510252853055,0.885638017380902,1.2838573197049896,0.9907515954064274,1.2017669261541923,0.9381948063936647,1.242812122929591,1.0847476685429458,1.0962592607803099
2.2056328982188895,2.9058381013485373,2.356420885315756,2.801786690331037,2.281026891767323,2.853812395839787,2.5557354997837134,2.5791037878233967,0.8806683537778351,1.2879046090918784,0.9862097440060474,1.2072311517707504,0.9334390488919413,1.2475678804313144,1.0842864814348567,1.096720447888399
2.1970651069984863,2.9069088109175723,2.3598840121813356,2.805820645116826,2.278474559589911,2.856364728017199,2.5519869589580293,2.5828523286490808,0.8768706688556234,1.2909934168455501,0.984621767667728,1.2095280052776098,0.9307462182616757,1.25026071106158,1.0839320428505868,1.097074886472669
2.1670086149530583,2.9398620266151374,2.3830267594910524,2.779781174154972,2.2750176872220553,2.8598216003850547,2.553435320784098,2.581403966823012,0.8750216711595618,1.2877044377352451,0.9910085041155765,1.208279245636128,0.9330150876375691,1.2479918416856866,1.0813630544474033,1.0996438748758524
2.2157848411597754,2.880992987702807,2.3633777893739123,2.8095229569777254,2.289581315266844,2.8452579723402662,2.5483889144312912,2.586450373175819,0.8800756670312309,1.2758190715770208,0.9946891519268359,1.211429968111424,0.9373824094790334,1.2436245198442224,1.0779473693041257,1.10305956001913
2.149704491293077,2.9114798861477507,2.3894827388343174,2.819011458939075,2.2695936150636973,2.865245672543413,2.530592188720414,2.604247098886696,0.872874676670423,1.2675173720288024,0.9963007209617316,1.2253210889855544,0.9345876988160773,1.2464192305071784,1.0701960243496127,1.110810904973643
2.1430777360010547,2.9371801560635236,2.370624408607152,2.81879627454249,2.2568510723041033,2.8779882153030067,2.540128946032289,2.594710341574821,0.8841219255717425,1.266848886253095,0.9883258742992622,1.2227171725224115,0.9362238999355024,1.2447830293877533,1.0754854059124188,1.1055215234108369
2.214372318431708,2.8487476961490343,2.3910343495124704,2.8155242111210073,2.3027033339720893,2.832135953635021,2.5315600072903712,2.603279280316739,0.8790941135492276,1.247776434471065,0.9980934374447867,1.237049873181432,0.9385937754970072,1.2424131538262484,1.0634352740101463,1.1175716553131094
2.2138885145328677,2.845897847840188,2.3853249358138653,2.824567277027299,2.2996067251733665,2.8352325624337436,2.529893181186528,2.604946106420582,0.8763714984214438,1.2490042707242186,0.9958035939212732,1.2408344955795758,0.9360875461713585,1.2449193831518972,1.0626878845728311,1.1183190447504245
2.197596911487337,2.9168108659335834,2.3933810867524015,2.761889711040898,2.2954889991198693,2.839350288487241,2.5572038887104602,2.57763539889665,0.8858210467896321,1.2564465635655642,1.014168556363716,1.2055776919275993,0.949994801576674,1.2310121277465818,1.071133805177598,1.1098731241456576
2.19190358913493,2.913855635650303,2.3786029102420763,2.785316440186911,2.285253249688503,2.849586037918607,2.5528796123926165,2.5819596752144935,0.8823002517134856,1.2542021818714284,1.01832393301922,1.2071874920423773,0.9503120923663528,1.2306948369569028,1.068251216792457,1.1127557125307987
2.204497794508005,2.9163957594884984,2.3741195855866586,2.774665435631058,2.289308690047332,2.845530597559778,2.5604467769982517,2.5743925106088583,0.8828964436376735,1.2532521717036698,1.017118741896549,1.2087465014086192,0.9500075927671112,1.2309993365561445,1.0680743076706716,1.112932621652584
2.210044994032437,2.891361668891611,2.3555935787317615,2.8126783335584107,2.2828192863820993,2.8520200012250108,2.550703331462024,2.584135956145086,0.8913642964198595,1.2396052636017272,1.03024016390387,1.2008041347210545,0.9608022301618648,1.2202046991613908,1.0654847800107934,1.1155221493124623
2.17401195731363,2.8897870410851767,2.3668497001059143,2.8390298767094992,2.270430828709772,2.864408458897338,2.5318994991994033,2.602939788407707,0.8846104197924947,1.2395000296530412,1.023861354020381,1.2140420551805946,0.9542358869064378,1.226771042416818,1.062055224722768,1.1189517046004878
2.1159250516628316,2.870989630712654,2.433906757032822,2.8488571358059125,2.274915904347827,2.859923383259283,2.4934573411877428,2.6413819464193673,0.8965391637367907,1.2524944482879858,1.0173309965369017,1.1956492500848332,0.9569350801368463,1.2240718491864095,1.0745168060123882,1.1064901233108675
2.200707876457327,2.8661882954261633,2.4081398925518935,2.794642510778836,2.3044238845046103,2.8304154031024997,2.533448085941745,2.601391201665365,0.9092167125475891,1.2531854124537014,1.0003697792770205,1.1992419543682005,0.9547932459123047,1.226213683410951,1.0812010625006452,1.0998058668226105
2.2148817021963687,2.864021616856438,2.382158436775069,2.8086168193863443,2.298520069485719,2.836319218121391,2.5394516595264034,2.5953876280807067,0.909648969708605,1.246535854754878,0.9933322256901571,1.2124968084928713,0.951490597699381,1.2295163316238746,1.0780924122317415,1.1029145170915142
2.220468603681937,2.852578508288538,2.390004250806746,2.806627212436999,2.3052364272443415,2.8296028603627685,2.5365235559852377,2.5983157316218723,0.9169723007500356,1.242582512058306,0.995744474083511,1.206714571754659,0.9563583874167733,1.2246485419064825,1.0797774064041707,1.101229522919085
2.218791317406348,2.856510717375726,2.4114886921263823,2.782887848305764,2.315140004766365,2.819699282840745,2.537651017391037,2.597188270216073,0.9163704181576587,1.2471308827497856,0.9838486696243703,1.2146638881146967,0.9501095438910145,1.2308973854322411,1.0817506504537222,1.0992562788695335
2.187026401917898,2.895925116578409,2.3840827495233596,2.8026443071945537,2.285554575720629,2.8492847118864812,2.5414757592481534,2.5933635283589567,0.9041271004808172,1.2577759078484962,0.9835024726166993,1.2166083777004986,0.9438147865487583,1.2371921427744974,1.0809515041646567,1.100055425158599
2.188016298345063,2.8819354232530228,2.430648345719358,2.769078507896776,2.3093323220322106,2.8255069655748994,2.534975860799043,2.599863426808067,0.8985806902170508,1.2575981315073415,1.0020026429423083,1.203832393979811,0.9502916665796796,1.2307152627435762,1.0780894108621961,1.1029175184610596
2.191793167480162,2.896751467323071,2.35872756262801,2.8224063777829773,2.275260365054086,2.859578922553024,2.5442723174016164,2.5905669702054936,0.8905779331960446,1.2611431027658404,0.9886951218493938,1.2215977008352326,0.9396365275227192,1.2413704018005365,1.0758605179809424,1.1051464113423133
2.201175763584976,2.8702458024804125,2.3582177766139045,2.8400392325349273,2.27969677009944,2.85514251750767,2.535710783032694,2.599128504574416,0.8936095320878319,1.253766800981343,0.9975288414356471,1.2171086841416894,0.9455691867617395,1.2354377425615162,1.0736881665345874,1.1073187627886683
2.169206563878865,2.9147331790195072,2.3807033218529825,2.8050355104628655,2.2749549428659237,2.8598843447411864,2.541969871449186,2.592869416157924,0.8799806520470154,1.2698531785843206,0.9973692015432686,1.2148108264719069,0.938674926795142,1.2423320025281137,1.074916915315668,1.1060900140075878
2.1866329606005324,2.852785065489646,2.420268672470861,2.809991876653181,2.3034508165356966,2.8313884710714134,2.519709013045089,2.615130274562021,0.899384655143323,1.2422611637225038,1.015551136668883,1.2048169031118017,0.9574678959061029,1.2235390334171528,1.0708229094329134,1.1101840198903423
2.197512705827654,2.8843198337852787,2.418080180071593,2.7697658555296947,2.3077964429496234,2.8270428446574867,2.5409162698064662,2.593923017800644,0.9011038492547865,1.2398006660686676,1.023162541100151,1.1979468022229063,0.9621331951774688,1.218873734145787,1.070452257661727,1.1105546716615287
2.190011523817379,2.878318697676759,2.4108743293536605,2.7904740243664214,2.3004429265855197,2.8343963610215903,2.534165110747069,2.600674176860041,0.8855342922765141,1.246775973861748,1.0170693285063264,1.212634264001923,0.9513018103914203,1.2297051189318355,1.066155133069131,1.1148517962541247
2.202009970709986,2.871103328041728,2.4069279640379038,2.789637312424602,2.304468967373945,2.830370320233165,2.536556649375857,2.598282638231253,0.891976314796227,1.2522338967203868,1.0126277082236355,1.2051759389062622,0.9523020115099312,1.2287049178133245,1.0721051057583069,1.1089018235649488
2.2121330494732354,2.856761855161204,2.4522886701170887,2.748495000462692,2.332210859795162,2.802628427811948,2.53444745231722,2.6003918352898903,0.8769961638455512,1.2562020142002515,1.0205374693323357,1.2082782112683728,0.9487668165889435,1.232240112734312,1.0665990890229013,1.1144078403003543
