subject,age,v_congruency,z_congruency
6165af4b36cb3bae91f2e355,31,0.2918212238436492,0.0758655423744854
616604bed27acb2f4e2841a9,25,0.48082015348305923,0.01821110962171696
6171125c1d572c106f10824e,39,0.6804464237143591,-0.034937183076733366
6172b85dcc19bffb22604f1b,32,0.5916441399356605,-0.003973948867184107
622f847b881caa647e7ce207,67,0.9816748257399341,-0.0056959699559761545
627722a4b5a575a6023a3382,44,1.1671329551509606,0.006910887228417779
62858e3a433a7a27305f1992,71,1.5472087530817995,0.14921470534766443
62879b859698ba45e6afa90f,69,0.019894979110364974,0.10440682972973592
628804d2d0584458ddaafc0c,35,1.2721806265509632,0.03427144128755493
628f572a2d1304a34b9e1a37,75,1.380374804529711,-0.03135220337761198
62a9513ae9305607fd5af01a,60,0.19915055749850463,0.086810496711502
62b601e089d3d1134aed066b,72,1.0822230384956375,0.14752975458783996
62bdadf07a2fd70b3257e791,31,0.5697291660882705,0.05204019462120156
62cd9b920ed1b7c1648818d3,76,0.6989975838991132,0.07067912401487675
62df7fc27c9e824a7a774103,40,0.6148389178623074,0.07993957276911638
62e05742fafd80b3f0c2e20b,22,0.3924362041755907,0.07318243131197796
62f18c2d37a5f255f351b61d,49,0.5731823715338057,-0.0009671972782371516
62f269f2a7751126ffb96a4c,60,0.9063482352738719,-0.0016957911937281675
62fcf3d9948e4a6a9623cce8,72,1.215498936753652,0.03341170853945955
6318be45a49442eee3a88cb3,68,1.166980363713495,0.06269717161935676
631b428359f449b8159625f8,36,0.7403173618857883,0.01736878143012819
631c26a9aca573805b1907d9,21,0.982677683156551,-0.011635720761308262
631f1b608af38f654d2a3b1f,40,0.42321709724368095,-0.018376791904648047
631f55697876499cef1a3ebb,63,0.24552651669433845,0.13642843001705823
632651a9f1a00140dc2b9487,78,0.7150667494661073,0.16611193921636502
632b5400bf46cdb11db9f588,26,0.7465182159925929,0.012639399526601886
632f7d0761bce49001d13953,40,0.3566266300023933,-9.623759813170985e-05
63378180a7bc5bc3427e8db0,70,0.6512542763938023,0.07618249528116351
63480954af4c7db036aa6595,73,0.44855603307774644,0.05851494635080814
63617d69f2a3425296c8d89e,35,0.502985905668734,-0.0008838628350165967
63626fe174f7db263a4aa8f2,50,0.2754413648075302,0.0024518656062780912
6365437b0637981c7666125b,86,0.350378216926139,0.04704129709770332
636acaf0ab9c76f449b54f2b,43,0.8281089684391698,-0.021118703814772204
6373b943edc58781ec916dc9,49,1.0727406374016648,-0.009974936207254315
637656f618065b68614915b0,65,0.7105804753814503,0.006280048802927058
6376916db0ae9a57d377d0d2,70,0.9833425613833362,-0.012390139063142895
6384e535ba619451063f5223,69,0.6843311443309067,0.10534090415811606
638e4ace1c4a380ecc49932f,73,0.8506199053555499,0.05663932320640602
638fdf87700dd1228bade2e1,70,0.9744026985542728,5.7529440472603444e-05
639dc966f953a42bc397c24b,75,0.8271710492282416,-0.01002083670887792
63ade94905e590dbf726b7fb,50,0.6696806781952602,0.03630175960314633
63b0b5cfc9252404951ac395,70,0.5602369162753376,0.029437525220841115
63b46b4cb554f946b60fd1d6,72,0.7103048963342632,0.04073694734391313
63b5681c49af1cbe651420bc,55,1.2561899470995603,0.04910088909410098
63bdb63007b7ff499cb0e839,53,0.5464275585783832,0.03690333701968752
63bed6e176fba857a47fbaff,61,0.47467421401408505,0.036066186887661854
63c4a90d09909e33d5e82f21,50,1.0480169399337842,-0.01992953484340488
63c9fd72104f2f9bdc6b1fcc,86,0.8056264121970759,-0.04898348155543804
63caa01beb22afd1f8a42b54,69,1.29580758419504,0.018570285098324632
63cbd5095083beef0c8b1a7a,62,1.9978187969129657,-0.009277601413519833
63d2fe57eea8cacc91a44fdd,62,1.206299677442634,0.08435310862386987
63d7b81d79044b73bfb50952,40,0.9831972688775239,0.004458936629043293
63da9d744c860382808770bd,62,0.6641804901893942,-0.003347149519843877
63e51e55974365f1e43df265,19,0.5317077303141678,-0.017615512274845473
63e995a63f886d83e6ec5881,22,0.5211442230821081,-0.012369443618620954
63f030e4617ebd1995cef566,67,1.047334430842667,-0.0028230719408868232
63f7a192f23f12b947c92d36,67,0.9109592479107781,0.012511415727194011
63f7a3efa5b4d0027e3185f0,40,0.9331033373313349,0.05347008933571898
63fa2287bd13de487b3d7393,57,1.429662087894386,-0.017568455840571644
63fcde3494055a563c72cb12,76,1.5823184696397599,0.06378443053861088
64050cfd151bc9945fd3eac9,60,0.8903019235250327,0.005247498659345037
640606633093306c279c0b97,52,0.9103259242109292,0.06362377915194806
6406d015ad2a96ceef1f86cc,73,0.9586863796820068,0.01535768275455044
64071f8576c48034c00df845,69,0.5155908332457423,-0.012085748111784693
640bb9ea594c3fb80a4be5fb,49,0.7065682670236005,0.02847206967433475
6413c7853eba2b2215197ff4,68,0.4298761740062525,0.02077312314026905
64187118501afa8d9e65d63b,25,0.9499489569394434,-0.001742217814200718
6428f7ac297e312f7262d93b,59,0.8712633636843738,0.017544068378897725
64345bf16b9a2e046128887f,71,0.5950594175340546,0.000515035044735667
64394a1454202dfbace21e90,49,0.5976764032262442,0.012657922097583506
64467092479723cb7906e371,67,0.5189646071591419,0.18308540649341243
6449707327ff66156c264c6f,59,0.8786866316898077,0.015019369221137991
64527892acde0fbd392a41d6,65,0.3871595302220893,0.13010052658107885
6455616c0fe23ecca70ce1b9,66,0.38802555151765356,0.09236186514570037
6462477ceb093758f41d42e9,56,0.6410027645031842,0.0599471229799023
64626b7afedc6a67a08dec52,67,0.5446249272850318,0.04878794431567185
6462ad7a6af483d279eefb98,50,0.7227289074434964,0.09537914917112107
646691e373f0424399e2de28,63,0.3172084409710147,0.03955309199874843
6467c9e2d169d6933ecdb639,53,0.4825080850882138,0.004788849840249375
646b776eca37542a899c1de5,57,0.4468237286315336,0.01520014359025923
646d3710dea5554a4b83d2a2,73,1.2271743372707258,0.051795904233556636
647287f051cab7142b9ca9bf,52,0.4262677615442352,0.02686451201621164
6476c9f4663c454f80fc60c8,52,0.6389964721962985,0.015368287784981026
64898a37c96a3194c71730b2,53,1.1322418936149812,-0.005451615912895877
64921fc8c813049f1fd29b47,62,1.1238139839694854,0.03717396802302578
649b2106b81f8dcf5d163ee5,78,0.7447197535048717,0.06962292770521969
64a281f78c5be10f0f28e3ac,65,0.45397660214590685,-0.017813710200596702
64d50be2a6946343b620b6c4,52,0.8456732703540033,-0.030597346578419858
64d523f4ad7f5e602c479ad1,54,0.3991201208366678,0.06396206673258129
64e36d981d00e7d7c45addc2,49,1.1712066364427116,0.009394209221669541
6509dae7b4546ad7146fd4ee,52,0.4019684996416335,0.042405265043128054
650b6a4edc2b618a85e5cdf8,55,0.9911150015130943,-0.023528922273680863
650c3f3a36d72f87324d708f,53,1.196916733945439,0.06467021777291837
650da967bd0f006226aa1d7a,53,1.0095575598232613,0.08814701171544982
6518cf249463264599a7918d,52,1.5428905894095188,-0.03315165656804897
65198ba1126ba439e0d8f29f,42,0.9301303338468845,0.03424983228352059
651af447dcee6525fe0ac08f,32,1.0784565900642649,0.03412743324203563
651eb3bc379e71c4df3b95a7,41,0.8282237140779184,0.016255083526167186
651ec2aa595edca002b3f6d8,52,0.7268375057415729,0.01630054998941144
651eea44194fa8c200606af7,75,0.8610339657898636,0.00023573692797838885
6530254e79568ee55c08cf12,56,0.4731506354184142,0.0145686140495438
65344ec64854d12a1baf93d6,53,0.7317069557455351,0.05980022520837848
653d24b26d450d5f684b5011,76,0.2220166972960057,0.07036678110586984
654113b29db54ebe7243632a,75,0.8377598755842375,0.05751056847545925
6543abd612dc7fc77f466814,49,0.8611318867350617,-0.014097024858563088
6543baa88cbed050558764dd,37,0.18006673932901462,0.07598721112368116
65450acb15b86368927f3f7f,73,0.28834191777186824,0.10058527454546506
65465c5bc5a014ec683d55cf,40,0.7359437925026673,0.09449963269236918
6547e7cd0511efc35646ac76,22,1.2999646390736976,0.006299946740402091
6552428b01eebb19576c567d,71,3.998584024151864,0.09697113919577324
655622d420556b53d5b1a654,60,0.31810149612578587,0.016647938709447464
655727ebfca43fc335260382,71,0.5313497436834995,-0.0016255609259926002
6558cfb5dea00c262887d792,71,1.1079451536441502,0.28532195311983155
655cc974613aec120f21293b,24,0.8850469126888744,-0.004456853128636071
655f8e10ad0a87d538a94f9f,20,0.5767341976445681,0.07607786065162658
655fcf54056edf3065f74b91,19,0.6409708197410653,0.006297454541000162
6562fbd1f6b4756ac64c4dbd,71,0.3166864368754674,0.05222140680019347
6564b4871e2847cd44a52718,71,0.8835350550137386,-0.017458787599464114
65675f2ae0bb2e4ecb9c539d,71,0.5749979203496798,0.012356789383400568
6568ae9ae8820204f4956bf7,25,0.986552781370646,0.016758206451023085
656cc02d2d90244628b27e09,20,0.3575286228507553,0.09758536859094495
656ef3d7b2b73a79429aec67,39,0.5181447877203526,-0.006834818853465478
6571af52592a29d0854f366e,38,0.6289491973562191,-0.013906406087529195
6574bd9b9b3c601d1c28500f,28,0.242481461075015,0.017276817802388433
6575fb1c1a04b30cfb2832d5,21,0.31678758173140187,0.03443993038354616
6578c0ce1348ad8e79a65d0b,21,0.4793758363111844,0.039624501886943816
657cbd52949ddd9d3426dbba,71,0.8164224713275368,0.018139134490327287
659d5714dc9577f554cf1385,73,0.6995100149415512,0.0415701374212164
659f14a1a119daa53162b173,71,0.9058375167245465,0.0174231312043839
65aa855a8692cf702bea521a,88,0.9020544336874472,0.012049379826455427
65aaf74b028a4828c08a4630,78,0.43578273020069247,0.20780066892144355
65b7cd609e8e7e53fb113123,42,0.7539341923139709,0.009844924623257218
65c14cbb9ede56944d5a10cf,38,0.6313767978091267,0.031517537008679895
65c240c5fae466a93e7a7f68,83,0.6604253693492643,0.012267695496150408
65c3c8139373654ebcc74d3b,51,0.4156037365981681,0.04095743134716828
65cee11fd5cb921a108c988d,45,0.7186077218435484,0.016125294762398858
