subject,age,v_congruency,z_congruency
5513256cfdf99b1607b1f47b,32,1.0365492421568876,-0.004520714425443613
55899b8dfdf99b7ae47f5fa4,65,0.7000486805013192,0.028724155891080905
55900dcffdf99b3f7aada3f5,73,0.378234559409815,0.004201966734430625
55ad7888fdf99b6eff50171d,63,0.9439542843634074,0.009318872157743747
55b6d0a4fdf99b437183f9b5,62,0.6453507447155913,-0.01918858584265263
55d4cb9158c35800113dc22e,43,1.3265837797852276,0.008369185187628404
55d86f3569dbc30012b6869f,34,0.8965184577695318,-0.004110200403882221
56caf7b564c068000c4d798a,42,0.8851081601430562,-0.007253842047777438
56f2a5e0ed0cf6000691320b,74,0.29579064939097865,0.09303592325617882
58189c1f883c8800010ee630,50,0.4837586102437878,0.06709064500003963
58b2338a898c2e0001a5ca56,62,0.8569879184591469,0.014917403365343508
598ba20f716a2c000187ce01,52,1.1711729182170665,0.0001338448983668819
59c41e340c5fc800011940f3,59,1.0650388269374476,-0.05058909593958161
59e62b6277860e0001512e14,70,0.3661325073712906,0.029523997185958828
5a5d0554ac562400015402dd,63,0.9177827279397829,-0.020578681720425464
5a7a88b1f1408d0001761d2d,46,0.4562394843336196,0.14927484501597715
5ab9d6b0e734400001d9b76a,56,0.329789590175319,0.011204543237368619
5add6b6aeb60400001536f2c,70,0.2586064349251092,0.10145476549795161
5b180cd1db971600013d34cc,38,0.7783710301947834,0.051486461150674186
5b4e482fb8b20a00015a9e2e,86,1.271736767836866,-0.028083076215993784
5ba4057af0741400010637b9,61,0.7360247491897765,0.057550438994601466
5bc934c69427200001dd4ef2,67,0.7191140615059736,0.11182342887164139
5bdc8d12b2fff7000189b6f8,72,1.1857274828057491,0.05277087821689393
5c03688d29abc00001991a3a,25,0.5320570658825632,0.0474787047248718
5c0fcccc1f6f150001487111,60,0.8734434036791452,-0.0024370259419319237
5c19fd69e567460001839e98,70,0.914157390250922,0.008675861363019871
5c1ffe5295f978000173df84,65,0.6661692859082058,0.053577392541896765
5c330cefca23620001b262b1,58,0.08838810188956425,0.10423837091715699
5c40134b1580e900012320ab,43,0.26294216084372585,0.09124275770990958
5c567e2acc53750001751cb0,75,0.2798379859076585,0.08498222399468125
5c59e6519dd64d00018adaa8,24,0.6240383300149321,0.026969499736788506
5c6e3a445d427900014b360c,33,0.5048265168030042,0.023372703508559762
5c6f2e7632cb70000169b490,47,0.6090081834276002,0.07204155925045158
5c7853cecad0dc0001e56ec5,43,0.1701079245700552,0.09198225388676204
5c8f224c9d2bff0001867ce2,38,0.5121472639969118,0.00895722731123046
5c90094e71f3100016181ea9,43,1.5680118120614628,-0.07289168276072366
5cd34d42fe890a00174debb5,22,0.5178773080471549,0.014212873386954348
5ce42b3454e33d001918923a,73,0.8108671099534182,-0.03033693157511306
5cf3f7364bcc6400019d71fa,66,0.3012639985786403,0.0480230954091544
5cf6150ce42af100015a90c4,53,0.7950462249343937,0.07228603024111117
5d0d3bc8f403080016411213,36,1.8641255939741266,-0.04076560590720903
5d41e832b0ca7200169d857e,85,0.8849986171482098,0.03586887278813366
5d617ba9364f9a0019f1dac3,37,0.6684234124612083,0.09518685669732534
5d649652adc4e8001a2d258d,58,0.5001414718626069,-0.01062113663280636
5d75552566edbe0001356a20,66,1.0353593370598233,-0.002424413656187084
5dcec32a367c6d000a4282c2,70,0.1735474877591513,0.153882339352346
5df80710e297d55a34ee39f0,33,1.3179638564483371,0.04164166268578416
5e1a72b0d370f42ef4051dc1,24,0.6491149774231018,0.02843206565274751
5e1fc8d45427912f6143b012,60,0.4543409062205638,0.13385903078356587
5e85088b3f06400f3f75e21f,35,0.6034809506803686,0.018867479155024715
5e8cf14c0bec230b335e060d,47,0.7573576756117947,0.04300471534541739
5e93e2a7a5de13720dffc7f9,46,0.2810851998121268,0.009675627298072989
5e9e5208595cb12230f38262,46,1.0669339383079213,-0.0013793317611846961
5ea47bda5b1a9807ed89eb76,77,0.9198841932489765,-0.009724669256831832
5eab09eb60ed4e0ae2dc694f,66,1.0221755350430066,0.02499412196190268
5ebe015ae70ab70008895dbd,60,1.0957907105642777,0.0035513390855375845
5ec1c41a1f98090e8c119332,36,1.2940511426200176,0.0010271924279529401
5ef035131f1b2a546b44c391,72,0.8316625944375247,-0.034510679807772865
5ef6308c40846d2dfca0b66a,50,1.1657382852381994,0.02459610366862487
5f1230c4f57b2f06e2465477,81,0.5912484251392015,0.09350303248999758
5f2f86864fd821374b4367bc,29,0.6935395660296915,0.006960816419906875
5f4f93bcb46af5055714d433,57,0.8272441073404768,0.013780482684510154
5f52e45ad408d55fa156aa21,30,0.6893831314015064,-0.04036726400569603
5f773334d74b082186824cac,44,0.6057430714417427,0.04529494654468523
5fb16308dc5973607fa3041c,60,0.7532415470922439,-0.028743559034506816
5fb41cbb6ab13204137b931e,75,0.9246422101534466,0.08877055998783402
5fc803709e587e1295172443,52,0.3626050045866355,0.022061540958454858
5fd0ebb69497b30008547502,45,0.6835741961338254,0.03517772934186597
5fde4292a4d8245990ada5bc,72,1.6311821331190663,0.01205574529211146
600b283694c55c15f17e744c,39,0.5117045516856213,-0.014547111788714005
6015ba06aa02256df4792d15,25,0.6394798218992997,0.0480724707913109
601c73af332e2d7ce9b9fe77,21,0.6701025307818904,-0.007136081218595623
601dc4afec317f1e601e72c0,66,0.33022646092283875,0.1491272634874777
60408842de0f31299ea0dadc,26,0.6566829203038522,-0.007280707152931179
6051536b3e81428095504b35,64,0.8958893383359727,0.03805125680607816
607c9f94cc974d4ea1dc22c8,67,0.5927075195884959,0.10546109164931762
60a202f048762ada5381474a,52,1.1658874178908967,0.036167843737111766
60b18fbfb6c5d8edfaa5bed0,67,1.064581987955802,0.10687386544222888
60b9689dc626572895cb801b,42,0.7716449091478919,-0.017980032807026786
60ba46dc6d46a68f1c0bc952,57,0.686776978097712,0.0390718827746693
60cd717e463162435e3b7d46,41,0.9975994579856523,-0.013551717386029297
60dfd857e293a99dd577f4c8,66,0.8559772865703353,0.10796248693585428
60e269b58d238fbba93aed38,20,0.25715674068822597,-0.014145734445625696
60f1fa8f73bf9815c88dc8cb,50,0.5385528615256219,-0.021547754397076416
60f728553a37102574b585c4,69,1.398195143205876,0.02384302399339975
60f8760725c31a8e9cc7ce29,85,0.7587924357517031,0.0077833494308084915
60fccb5af75e8814b578841c,23,0.6585948183092153,0.013707402681670557
60fece35afedb0bdd821592a,45,0.8856168830929197,0.04159455842695639
60ff0201788cef38c8695833,25,0.46946620737914274,0.029592923912808093
6100350440da7a959e9bdd22,22,0.7279379399313078,0.008764660979105807
610631ba860f21ac066946cf,22,0.5689927943460404,0.00024919625707197496
61081625938d8ffb2440498f,22,0.11245752946922782,0.01862834017095818
610825130bf4669d1b167efe,22,0.8287094258876292,-0.03774338021321268
610847fd403ae0217934a3a1,41,0.5941641057597375,0.010990650225066088
61095a37fbf7b13d6f7f2f5b,31,0.6704946970770953,0.008457667569458892
610c940475aedaf9c70a190e,69,0.33541114197359917,0.15861605306793558
611ac17a9d585411a2314882,23,0.7105508575756132,-0.029270654929128254
611e99910d64a6ea6d18b0a6,45,1.0944051819568603,-0.05750557640508164
612e6569f68929afb886fb5c,24,1.0450234725739607,-0.03233971606321295
6130cdbb53f773b3125576a7,68,0.40565675757685976,0.040518722035060364
613e002e81f4b2409b531dbd,24,0.6185112719203425,0.007813216604512369
613ea8344b072de7f3ccb5dc,24,0.10975681168709228,0.08026004087332508
614e32cf6eacf837eb9d5c48,80,1.0003846666421798,0.06479668362883254
61536cd5842e5b40639fa99b,61,0.24494046077073872,0.02282149000602076
6155b9c45f96867d9d9631fd,30,1.2048658109039245,0.009559789496346123
6157a19a19a618c6119bf7d7,53,0.7422763155833483,0.036382258738113134
615914a33224dc31f1045612,63,0.4358830897762668,0.057015115259666814
615ce4d0388d7ca055118747,29,0.8504056932148052,-0.008313534759344293
615e1782e969d4939045c54f,33,0.7125694481773828,-0.014379480444836883
