subject,age,condition,v,a
5fb16308dc5973607fa3041c,60,Speed,2.8800567647554707,1.1443475121809372
5fb16308dc5973607fa3041c,60,Accuracy,3.138278488750164,1.340843646074264
5fb41cbb6ab13204137b931e,75,Speed,1.3809454504555536,0.4030426190739291
5fb41cbb6ab13204137b931e,75,Accuracy,3.336018316187391,1.4533588418488497
5fc803709e587e1295172443,52,Speed,3.197921364254301,0.8783911846547119
5fc803709e587e1295172443,52,Accuracy,3.2896065005293154,0.9341099139111713
5fd0ebb69497b30008547502,45,Speed,1.6167867689977315,0.7113631248621642
5fd0ebb69497b30008547502,45,Accuracy,2.711551089705246,1.003838088159864
5fde4292a4d8245990ada5bc,72,Speed,4.9445146023676765,1.0929722447631263
5fde4292a4d8245990ada5bc,72,Accuracy,4.781814844763995,1.0568415702595244
600b283694c55c15f17e744c,39,Speed,2.619096121550959,0.9422968790561582
600b283694c55c15f17e744c,39,Accuracy,2.725553663855267,1.060078578798304
6015ba06aa02256df4792d15,25,Speed,3.9397337535620474,1.3098373488365866
6015ba06aa02256df4792d15,25,Accuracy,3.386660158000058,1.1292202834574603
601c73af332e2d7ce9b9fe77,21,Speed,1.3030792360032806,1.3200463242918097
601c73af332e2d7ce9b9fe77,21,Accuracy,1.5319090763444405,1.4832906848444718
601dc4afec317f1e601e72c0,66,Speed,2.6161902945076467,1.3145838907190974
601dc4afec317f1e601e72c0,66,Accuracy,2.6082317795031256,1.38910394290949
60408842de0f31299ea0dadc,26,Speed,1.4616324911354488,0.4364433867397708
60408842de0f31299ea0dadc,26,Accuracy,2.5038828349005775,1.4517671246408959
6051536b3e81428095504b35,64,Speed,1.5396397932171062,0.40199058152562317
6051536b3e81428095504b35,64,Accuracy,2.574395930024554,1.2679640322157095
607c9f94cc974d4ea1dc22c8,67,Speed,1.0889008322952216,0.4213730411207753
607c9f94cc974d4ea1dc22c8,67,Accuracy,2.3303611605250065,1.1840919697875083
60a202f048762ada5381474a,52,Speed,1.1607107788401656,1.2317816478735595
60a202f048762ada5381474a,52,Accuracy,1.170419934308962,1.1611205175518973
60b18fbfb6c5d8edfaa5bed0,67,Speed,2.611956829883615,0.9441907884344937
60b18fbfb6c5d8edfaa5bed0,67,Accuracy,3.117471213294905,0.9524643739368467
60b9689dc626572895cb801b,42,Speed,2.6946172198949334,0.5473549453092157
60b9689dc626572895cb801b,42,Accuracy,4.142194860464854,0.860255947078421
60ba46dc6d46a68f1c0bc952,57,Speed,2.8968672465600056,0.9653013659282935
60ba46dc6d46a68f1c0bc952,57,Accuracy,3.6851092929516227,1.0696514418706216
60cd717e463162435e3b7d46,41,Speed,2.504848960653201,0.695477412197209
60cd717e463162435e3b7d46,41,Accuracy,2.5449348527333373,0.784140305454795
60dfd857e293a99dd577f4c8,66,Speed,1.0355046216995816,0.3883675032915438
60dfd857e293a99dd577f4c8,66,Accuracy,2.42379957482613,1.5550154710449702
60e269b58d238fbba93aed38,20,Speed,1.8376506259754284,0.9719894804253039
60e269b58d238fbba93aed38,20,Accuracy,2.038115241714081,1.284870332117308
60f1fa8f73bf9815c88dc8cb,50,Speed,2.58312466055483,1.4642925323035672
60f1fa8f73bf9815c88dc8cb,50,Accuracy,2.7541546848010237,1.4572237668523484
60f728553a37102574b585c4,69,Speed,2.0462836663713624,1.1056361816948734
60f728553a37102574b585c4,69,Accuracy,3.488952201657578,1.404973673110724
60f8760725c31a8e9cc7ce29,85,Speed,2.685614763379709,1.3847705562082488
60f8760725c31a8e9cc7ce29,85,Accuracy,3.294711719334349,1.4433905143614756
60fccb5af75e8814b578841c,23,Speed,2.955936454931237,1.0977757325587063
60fccb5af75e8814b578841c,23,Accuracy,2.904113967508005,1.2713234827964712
60fece35afedb0bdd821592a,45,Speed,2.8647964446630043,1.2856440088226138
60fece35afedb0bdd821592a,45,Accuracy,2.68929899923298,1.2770306248163408
60ff0201788cef38c8695833,25,Speed,2.1015062757127168,1.088166374818915
60ff0201788cef38c8695833,25,Accuracy,2.1749482617761484,1.2031856840220458
6100350440da7a959e9bdd22,22,Speed,3.3245270204802693,0.7439114861020115
6100350440da7a959e9bdd22,22,Accuracy,3.5653418257252576,1.050012918715915
610631ba860f21ac066946cf,22,Speed,2.109583024740452,1.0542704765901245
610631ba860f21ac066946cf,22,Accuracy,2.3384830020143887,1.3006366459548961
61081625938d8ffb2440498f,22,Speed,2.3361766484952606,1.1229472336423807
61081625938d8ffb2440498f,22,Accuracy,2.293926697242156,1.2719367270938011
610825130bf4669d1b167efe,22,Speed,2.785566197958044,0.773422645995653
610825130bf4669d1b167efe,22,Accuracy,4.0703035202583076,1.5086911293903942
610847fd403ae0217934a3a1,41,Speed,1.4185356098754796,0.3078845422955124
610847fd403ae0217934a3a1,41,Accuracy,2.959104106013203,1.1440236400957984
61095a37fbf7b13d6f7f2f5b,31,Speed,1.4866813855984913,0.4701178374161692
61095a37fbf7b13d6f7f2f5b,31,Accuracy,2.706178809644633,0.952565423495825
610c940475aedaf9c70a190e,69,Speed,2.0497798882406184,1.368939803584186
610c940475aedaf9c70a190e,69,Accuracy,2.3354254331845294,1.4966068127919705
611ac17a9d585411a2314882,23,Speed,1.5755983723712417,0.8653457690015229
611ac17a9d585411a2314882,23,Accuracy,2.263799663438988,1.14496635486991
611e99910d64a6ea6d18b0a6,45,Speed,2.013595097658343,0.8834033993023586
611e99910d64a6ea6d18b0a6,45,Accuracy,2.6648764789258728,1.0988633614131502
612e6569f68929afb886fb5c,24,Speed,2.637209901145132,0.5449843997279763
612e6569f68929afb886fb5c,24,Accuracy,2.669133657197281,0.9737396197721738
6130cdbb53f773b3125576a7,68,Speed,2.3514809282534728,1.2264068500005239
6130cdbb53f773b3125576a7,68,Accuracy,3.088022993650582,1.3284896906032995
613e002e81f4b2409b531dbd,24,Speed,1.6856425718176453,0.8516246955047105
613e002e81f4b2409b531dbd,24,Accuracy,2.22756556518782,1.1318167729077124
613ea8344b072de7f3ccb5dc,24,Speed,1.6175292228002036,1.3111569979475362
613ea8344b072de7f3ccb5dc,24,Accuracy,1.739389196050397,1.3701343929707193
614e32cf6eacf837eb9d5c48,80,Speed,1.1671087633633677,0.47770811930662554
614e32cf6eacf837eb9d5c48,80,Accuracy,1.4507454208095865,1.2019958970981863
61536cd5842e5b40639fa99b,61,Speed,2.312897138241394,1.4723271553110717
61536cd5842e5b40639fa99b,61,Accuracy,2.5302547242905,1.556328054751414
6155b9c45f96867d9d9631fd,30,Speed,1.026316866225794,0.4561045226383649
6155b9c45f96867d9d9631fd,30,Accuracy,2.906813611176081,1.290121652456295
6157a19a19a618c6119bf7d7,53,Speed,2.2006547936255982,0.9633374262172595
6157a19a19a618c6119bf7d7,53,Accuracy,2.8299141844278237,1.3011473878078637
615914a33224dc31f1045612,63,Speed,3.029197362943672,0.9915618964425215
615914a33224dc31f1045612,63,Accuracy,2.74444726586719,1.1078311562698335
615ce4d0388d7ca055118747,29,Speed,1.5467880048068388,0.9085263281433267
615ce4d0388d7ca055118747,29,Accuracy,2.521879719936285,1.374231573257775
615e1782e969d4939045c54f,33,Speed,1.4985196795650664,1.4637840061293015
615e1782e969d4939045c54f,33,Accuracy,2.001400813934203,1.127396249332639
6165af4b36cb3bae91f2e355,31,Speed,2.320336008694297,1.2279253479523449
6165af4b36cb3bae91f2e355,31,Accuracy,2.8644827511671282,1.1411825919041771
616604bed27acb2f4e2841a9,25,Speed,3.0325561844488265,1.0032593856668695
616604bed27acb2f4e2841a9,25,Accuracy,3.4935907323501825,1.6674247109165425
6171125c1d572c106f10824e,39,Speed,3.8052501241210037,1.1059560093559782
6171125c1d572c106f10824e,39,Accuracy,3.884372966176476,1.134187554601544
6172b85dcc19bffb22604f1b,32,Speed,2.941561700368918,0.8770282699667157
6172b85dcc19bffb22604f1b,32,Accuracy,2.9649973356234898,0.8578828140115412
622f847b881caa647e7ce207,67,Speed,1.966553318464067,0.7539888843360792
622f847b881caa647e7ce207,67,Accuracy,2.501605328286904,1.0846581956017374
627722a4b5a575a6023a3382,44,Speed,1.8163589117237673,0.8101204436880308
627722a4b5a575a6023a3382,44,Accuracy,2.221156872259104,0.9982810343997456
62858e3a433a7a27305f1992,71,Speed,2.6658428017914795,0.9782085957476477
62858e3a433a7a27305f1992,71,Accuracy,2.7157824797040697,1.0338700781796537
62879b859698ba45e6afa90f,69,Speed,3.2506697688620765,1.024377317281807
62879b859698ba45e6afa90f,69,Accuracy,3.031561295928925,1.2811269548157855
628804d2d0584458ddaafc0c,35,Speed,0.9746655127724225,0.9476306057922725
628804d2d0584458ddaafc0c,35,Accuracy,2.541241378427697,1.2090064882410436
628f572a2d1304a34b9e1a37,75,Speed,3.0029825348519297,0.9078403455449844
628f572a2d1304a34b9e1a37,75,Accuracy,3.3524109788747443,1.0789403048903925
62a9513ae9305607fd5af01a,60,Speed,2.548680185181783,1.3495565408033032
62a9513ae9305607fd5af01a,60,Accuracy,2.95195257958256,1.4731839265754316
62b601e089d3d1134aed066b,72,Speed,3.0427994395005293,0.7251216934356447
62b601e089d3d1134aed066b,72,Accuracy,3.348372382312576,0.8636602649378019
62bdadf07a2fd70b3257e791,31,Speed,1.6296715689847139,0.6239974073699539
62bdadf07a2fd70b3257e791,31,Accuracy,3.0958788857584683,1.2371499716894725
62cd9b920ed1b7c1648818d3,76,Speed,3.487721880928869,1.0477206584035126
62cd9b920ed1b7c1648818d3,76,Accuracy,3.6348857701534216,1.154774382124826
62df7fc27c9e824a7a774103,40,Speed,2.49571339398899,1.3695603818650468
62df7fc27c9e824a7a774103,40,Accuracy,2.8579521325389274,1.6263713192148261
62e05742fafd80b3f0c2e20b,22,Speed,1.385690995476965,1.4594412565228372
62e05742fafd80b3f0c2e20b,22,Accuracy,1.573479409973385,1.452827224382217
62f18c2d37a5f255f351b61d,49,Speed,2.9740088531751594,1.0373234294848115
62f18c2d37a5f255f351b61d,49,Accuracy,2.91822002089146,1.0303628480333238
62f269f2a7751126ffb96a4c,60,Speed,1.904103387993085,0.21895749644194704
62f269f2a7751126ffb96a4c,60,Accuracy,3.4210738816476436,1.072428462993815
62fcf3d9948e4a6a9623cce8,72,Speed,1.7087680351921788,0.39122471910743933
62fcf3d9948e4a6a9623cce8,72,Accuracy,4.116950398990467,1.2106158787156192
6318be45a49442eee3a88cb3,68,Speed,1.7209679437199799,0.4445488599551678
6318be45a49442eee3a88cb3,68,Accuracy,3.1138338383057804,1.0927167289157769
631b428359f449b8159625f8,36,Speed,2.3715446402799945,0.7026286369906746
631b428359f449b8159625f8,36,Accuracy,3.91615503000736,1.0256513351611802
631c26a9aca573805b1907d9,21,Speed,1.891254412740062,0.5011371521029593
631c26a9aca573805b1907d9,21,Accuracy,2.828934193376624,0.9187217956274012
631f1b608af38f654d2a3b1f,40,Speed,3.615900401327033,1.1479393728313319
631f1b608af38f654d2a3b1f,40,Accuracy,3.6079466843292085,1.1531045810426328
631f55697876499cef1a3ebb,63,Speed,2.3541130366537164,1.596877120933221
631f55697876499cef1a3ebb,63,Accuracy,2.630847658097344,1.6585731444090681
632651a9f1a00140dc2b9487,78,Speed,2.9223761427308306,1.082575844591686
632651a9f1a00140dc2b9487,78,Accuracy,2.8045055512641683,1.0985426517004242
632b5400bf46cdb11db9f588,26,Speed,3.453161706974292,0.834780900458091
632b5400bf46cdb11db9f588,26,Accuracy,3.6254780381563236,0.9700233471176953
632f7d0761bce49001d13953,40,Speed,0.839015671842404,0.7546150401481047
632f7d0761bce49001d13953,40,Accuracy,1.3489371529383287,2.0568441052785866
63378180a7bc5bc3427e8db0,70,Speed,2.360088096886026,1.1175206093284606
63378180a7bc5bc3427e8db0,70,Accuracy,2.5717219503806255,1.402591750503914
63480954af4c7db036aa6595,73,Speed,1.9998454238058039,1.1616147352960406
63480954af4c7db036aa6595,73,Accuracy,2.8820894854199595,1.2455682604662486
63617d69f2a3425296c8d89e,35,Speed,1.9387641529499804,1.0210156060820017
63617d69f2a3425296c8d89e,35,Accuracy,2.6196337730013277,1.1346971036699274
63626fe174f7db263a4aa8f2,50,Speed,2.367985976722048,1.459987225901703
63626fe174f7db263a4aa8f2,50,Accuracy,2.2825121402872233,1.7671555814482027
6365437b0637981c7666125b,86,Speed,1.6668082586044808,1.1586652636283785
6365437b0637981c7666125b,86,Accuracy,2.1566208281795776,1.1461788027982418
636acaf0ab9c76f449b54f2b,43,Speed,2.656785376443604,0.8038276283303589
636acaf0ab9c76f449b54f2b,43,Accuracy,2.7547538811878103,0.842470413985789
6373b943edc58781ec916dc9,49,Speed,1.6110156587612467,0.5069840321045773
6373b943edc58781ec916dc9,49,Accuracy,3.2335592904850965,0.8609652240335952
637656f618065b68614915b0,65,Speed,1.059718406990906,1.1570687610394734
637656f618065b68614915b0,65,Accuracy,1.7393474268120284,1.4664622045428257
6376916db0ae9a57d377d0d2,70,Speed,1.8329210281695858,0.552870770826008
6376916db0ae9a57d377d0d2,70,Accuracy,3.407139504056549,1.4027933581815748
6384e535ba619451063f5223,69,Speed,1.5823700022406817,0.7941946277561079
6384e535ba619451063f5223,69,Accuracy,2.793702165429763,1.22367345889894
638e4ace1c4a380ecc49932f,73,Speed,2.796799811419332,1.1407142009196196
638e4ace1c4a380ecc49932f,73,Accuracy,2.8138189659988035,1.1016744963896703
638fdf87700dd1228bade2e1,70,Speed,2.929925972929955,0.7766771860332258
638fdf87700dd1228bade2e1,70,Accuracy,3.0656507233738823,0.8611680731134985
639dc966f953a42bc397c24b,75,Speed,1.432686576331981,0.9936375631953478
639dc966f953a42bc397c24b,75,Accuracy,2.0898119240495032,1.1653952591021097
63ade94905e590dbf726b7fb,50,Speed,1.1059732773337962,0.49179823522131116
63ade94905e590dbf726b7fb,50,Accuracy,2.2209430529728507,1.2072738090113673
63b0b5cfc9252404951ac395,70,Speed,2.062928163172538,1.7810946339238392
63b0b5cfc9252404951ac395,70,Accuracy,2.538036769358432,1.8315853564568756
63b46b4cb554f946b60fd1d6,72,Speed,1.8607363375386465,1.1545946977806263
63b46b4cb554f946b60fd1d6,72,Accuracy,2.0446070133953205,0.9742666151819063
63b5681c49af1cbe651420bc,55,Speed,2.275953440513712,0.3346101602017084
63b5681c49af1cbe651420bc,55,Accuracy,4.956183369857937,1.740220278017505
63bdb63007b7ff499cb0e839,53,Speed,1.4575422782406666,1.2339998404571606
63bdb63007b7ff499cb0e839,53,Accuracy,1.5831656141449875,1.3911663953922413
63bed6e176fba857a47fbaff,61,Speed,1.9890355860619207,1.270619461860563
63bed6e176fba857a47fbaff,61,Accuracy,3.3792214958399325,1.4758460823271298
63c4a90d09909e33d5e82f21,50,Speed,1.5631570430175088,0.936830150871557
63c4a90d09909e33d5e82f21,50,Accuracy,1.8042024652295072,0.8411557456818751
63c9fd72104f2f9bdc6b1fcc,86,Speed,1.94506151977053,0.8205695019409593
63c9fd72104f2f9bdc6b1fcc,86,Accuracy,2.797632414413918,1.1752092892441481
63caa01beb22afd1f8a42b54,69,Speed,2.5768256306529675,1.0258742568492538
63caa01beb22afd1f8a42b54,69,Accuracy,2.89815523747071,1.181340875371864
63cbd5095083beef0c8b1a7a,62,Speed,1.1529223093828078,1.0154442151573282
63cbd5095083beef0c8b1a7a,62,Accuracy,1.654939039575429,0.9604445244838106
63d2fe57eea8cacc91a44fdd,62,Speed,1.2060114139306986,0.6189854216662917
63d2fe57eea8cacc91a44fdd,62,Accuracy,2.792015698643681,1.2858583626474276
63d7b81d79044b73bfb50952,40,Speed,2.6666494731457364,0.9345552384189073
63d7b81d79044b73bfb50952,40,Accuracy,2.558315842373087,1.0657128005474497
63da9d744c860382808770bd,62,Speed,2.8666241951912603,1.2274477859723312
63da9d744c860382808770bd,62,Accuracy,3.3902484456509416,1.561603083209562
63e51e55974365f1e43df265,19,Speed,2.1266493090766017,0.8270993894995681
63e51e55974365f1e43df265,19,Accuracy,2.405078454196502,1.1766210989820847
63e995a63f886d83e6ec5881,22,Speed,2.8345727370576532,0.8621011343133314
63e995a63f886d83e6ec5881,22,Accuracy,3.0591374437188477,1.3096849841026514
63f030e4617ebd1995cef566,67,Speed,1.7934183472396799,1.080616303597832
63f030e4617ebd1995cef566,67,Accuracy,1.776960191542605,1.0318867561454808
63f7a192f23f12b947c92d36,67,Speed,0.8132179480001209,1.0188249008060202
63f7a192f23f12b947c92d36,67,Accuracy,1.166254718690781,1.0445909144048429
63f7a3efa5b4d0027e3185f0,40,Speed,5.131123341946244,1.1884900722532048
63f7a3efa5b4d0027e3185f0,40,Accuracy,6.152158777512275,1.545666042530333
63fa2287bd13de487b3d7393,57,Speed,1.9558816924501004,0.3757114205115193
63fa2287bd13de487b3d7393,57,Accuracy,2.4620833674743126,1.0492460873086897
63fcde3494055a563c72cb12,76,Speed,1.0532105358762012,0.44485647781606913
63fcde3494055a563c72cb12,76,Accuracy,1.535860900933622,0.4528656725126084
64050cfd151bc9945fd3eac9,60,Speed,2.553536414151565,0.7080395127122692
64050cfd151bc9945fd3eac9,60,Accuracy,2.4463249043412176,0.7816770832224775
640606633093306c279c0b97,52,Speed,1.4789856913683725,0.48596857514441544
640606633093306c279c0b97,52,Accuracy,3.255293978324558,1.639738635158801
6406d015ad2a96ceef1f86cc,73,Speed,2.1197099180742804,0.828088698615489
6406d015ad2a96ceef1f86cc,73,Accuracy,2.383143427117951,0.8329969539928588
64071f8576c48034c00df845,69,Speed,1.3873805923140756,0.7730796590724004
