v_Speed_Fixed_young,v_Accuracy_Fixed_young,v_Speed_Varying_young,v_Accuracy_Varying_young,v_Speed_young,v_Accuracy_young,v_Fixed_young,v_Varying_young,a_Speed_Fixed_young,a_Accuracy_Fixed_young,a_Speed_Varying_young,a_Accuracy_Varying_young,a_Speed_young,a_Accuracy_young,a_Fixed_young,a_Varying_young,v_Speed_Fixed_middle,v_Accuracy_Fixed_middle,v_Speed_Varying_middle,v_Accuracy_Varying_middle,v_Speed_middle,v_Accuracy_middle,v_Fixed_middle,v_Varying_middle,a_Speed_Fixed_middle,a_Accuracy_Fixed_middle,a_Speed_Varying_middle,a_Accuracy_Varying_middle,a_Speed_middle,a_Accuracy_middle,a_Fixed_middle,a_Varying_middle,v_Speed_Fixed_old,v_Accuracy_Fixed_old,v_Speed_Varying_old,v_Accuracy_Varying_old,v_Speed_old,v_Accuracy_old,v_Fixed_old,v_Varying_old,a_Speed_Fixed_old,a_Accuracy_Fixed_old,a_Speed_Varying_old,a_Accuracy_Varying_old,a_Speed_old,a_Accuracy_old,a_Fixed_old,a_Varying_old
2.2183203595004835,2.8890085790020064,2.238411361828336,2.8427944261628597,2.2283658606644097,2.865901502582433,2.553664469251245,2.540602893995598,0.8720429866975803,1.2232058968303134,0.8924020718656541,1.1765369786738786,0.8822225292816173,1.199871437752096,1.0476244417639469,1.0344695252697667,2.1919789498867623,2.881827490133811,2.3572819307390502,2.817296855025812,2.2746304403129063,2.8495621725798115,2.5369032200102866,2.587289392882431,0.894544718074823,1.253974567517677,0.9721893447730068,1.1893927715198946,0.933367031423915,1.2216836695187858,1.07425964279625,1.0807910581464508,2.1656375511040173,2.874646404218312,2.476152450772948,2.791799294372774,2.3208950009384828,2.833222849295543,2.5201419776611647,2.633975872572861,0.9170464401998766,1.2847432255536773,1.051976584873686,1.2022485590799072,0.9845115125367814,1.2434958923167923,1.100894832876777,1.1271125719767967
2.2616715475134006,2.8970845392214066,2.363113756284654,2.8346100101857346,2.312392651899027,2.8658472747035706,2.5793780433674036,2.598861883235194,0.8502118717004673,1.24985917466072,0.872477698213537,1.2025145552667063,0.8613447849570022,1.226186864963713,1.0500355231805938,1.0374961267401215,2.1631468543061443,2.9072951004727585,2.385169907707591,2.836844655507992,2.2741583810068677,2.8720698779903753,2.5352209773894514,2.6110072816077916,0.8724389277535327,1.267321465469091,0.9537956240771448,1.2193992418680166,0.9131172759153388,1.2433603536685538,1.0698801966113118,1.0865974329725805,2.064622201609953,2.9175056575257643,2.4072260500615523,2.839079299911415,2.2359241258357527,2.8782924787185897,2.4910639295678587,2.6231526749864837,0.894665974667349,1.2847837490973733,1.0351135165047103,1.2362839215267363,0.9648897455860297,1.2605338353120548,1.0897248618823612,1.1356987190157233
2.2688295048116522,2.890674799874833,2.3761053662305187,2.8468999326387534,2.3224674355210855,2.868787366256793,2.5797521523432425,2.611502649434636,0.8516568208601152,1.2485991096913192,0.8736505792726661,1.2038258927800811,0.8626537000663906,1.2262125012357001,1.0501279652757172,1.0387382360263737,2.1650461790343534,2.896436639811815,2.393603053506277,2.844201238206949,2.279324616270315,2.870318939009382,2.5307414094230842,2.618902145856613,0.8728634628030993,1.267874811623769,0.9535035691411371,1.2194138277528226,0.9131835159721182,1.2436443196882958,1.070369137213434,1.08645869844698,2.0612628959303474,2.9021984773796627,2.4111007335873924,2.841502544884786,2.23618181475887,2.8718505111322243,2.481730686655005,2.626301639236089,0.8940700960264046,1.2871505056304984,1.0333565261759137,1.235001756316168,0.9637133111011591,1.2610761309733332,1.0906103008284516,1.134179141246041
2.243868824727076,2.818075410317684,2.4406585587004566,2.8932097108963966,2.3422636917137662,2.8556425606070404,2.53097211752238,2.6669341347984266,0.8707971736547154,1.2565767682664302,0.8967049691874743,1.2052601926320137,0.8837510714210949,1.230918480449222,1.0636869709605727,1.050982580909744,2.1751555948860717,2.8602190231888662,2.413460611823473,2.853942759214369,2.2943081033547723,2.8570808912016177,2.517687309037469,2.633701685518921,0.8841116316090658,1.264384411993959,0.9684486953266096,1.2102532961993233,0.9262801634678377,1.237318854096641,1.0742480218015122,1.0893509957629666,2.1064423932983516,2.9023626187315736,2.386262676129653,2.814675823678,2.2463525347140023,2.8585192212047867,2.5044025060149626,2.6004692499038264,0.8974260840888204,1.2721920525111665,1.0401923919663916,1.2152463977135852,0.9688092380276059,1.2437192251123759,1.0848090682999934,1.1277193948399884
2.25766526419235,2.821842197484955,2.4170001638397176,2.8938342286548266,2.337332714016034,2.8578382130698907,2.5397537308386524,2.655417196247272,0.8776499284439112,1.2721791092969614,0.8856075324070485,1.2228585302592274,0.8816287304254798,1.2475188197780944,1.0749145188704365,1.0542330313331378,2.1795360500048084,2.8598434871403744,2.397940241186673,2.8640226309570402,2.2887381455957407,2.8619330590487073,2.5196897685725914,2.6309814360718566,0.8835439876984635,1.2745365663959953,0.9569604826936445,1.2197554813411169,0.920252235196054,1.247146023868556,1.0790402770472296,1.0883579820173805,2.101406867942186,2.897844761170546,2.3788803263706266,2.8342110455170917,2.2401435971564063,2.8660279033438187,2.499625814556366,2.606545685943859,0.8894380445295157,1.2768940225256977,1.0283134036415646,1.2166524336989077,0.9588757240855402,1.2467732281123027,1.0831660335276068,1.122482918670236
2.284224535620365,2.89319875082308,2.3873687326146493,2.8682048952835206,2.335796634117507,2.8807018230533004,2.588711643221723,2.6277868139490845,0.8889256804021022,1.274261024748074,0.891480084379108,1.2101382206678486,0.8902028823906051,1.2421996227079612,1.081593352575088,1.0508091525234784,2.1880037851720893,2.8860845242689717,2.393337527412738,2.8451098928829452,2.2906706562924137,2.8655972085759585,2.537044154720531,2.6192237101478413,0.8827238840926853,1.278027552114285,0.9590609951771415,1.2166923836288979,0.9208924396349134,1.2473599678715914,1.0803757181034852,1.0878766894030196,2.0917830742875516,2.878970300640068,2.3993063197565974,2.822014899978498,2.2455446970220745,2.850492600309283,2.4853766874638104,2.6106606098675473,0.876522090333303,1.2817940779317873,1.0266418781874744,1.2232465438950277,0.9515819842603886,1.2525203109134075,1.0791580841325452,1.124944211041251
2.2434516809393394,2.8063571284931714,2.4421893647702446,2.8279345248168295,2.342820522854792,2.8171458266550005,2.5249044047162554,2.635061944793537,0.8883170554689817,1.2487593364565643,0.89367318297858,1.1918673344951334,0.8909951192237808,1.2203133354758489,1.0685381959627729,1.0427702587368568,2.1790092921851656,2.8571292337977647,2.414236721176728,2.832490755509604,2.2966230066809468,2.8448099946536844,2.518069262991465,2.623363738343166,0.8869060960636217,1.267250338179034,0.9632642369486504,1.208013360438976,0.925085166506136,1.237631849309005,1.0770782171213278,1.0856387986938132,2.114566929928206,2.9079013182260476,2.3862840890766894,2.8370469843289627,2.2504255095024477,2.872474151277505,2.5112341240771268,2.611665536702826,0.8854951372384154,1.2857413322984332,1.0328552623044958,1.2241593797439474,0.9591751997714556,1.2549503560211903,1.0856182347684242,1.1285073210242216
2.21415739529658,2.8404824799751203,2.3949390801626174,2.852121270409842,2.3045482377295987,2.846301875192481,2.52731993763585,2.6235301752862297,0.883806176119913,1.2789080128792873,0.8966092297297963,1.2032006900418524,0.8902077029248546,1.2410543514605699,1.0813570944996003,1.0499049598858243,2.1600252243438223,2.862319030021165,2.406442476223743,2.8492948006954957,2.2832338502837826,2.8558069153583303,2.5111721271824936,2.6278686384596193,0.882926724792852,1.2783251817826244,0.9620275230917293,1.2126268429812466,0.9224771239422906,1.2454760123819355,1.0806259532877383,1.0873271830364881,2.1058930756489556,2.8841555710885265,2.4179458675549386,2.8464683321433277,2.261919471601947,2.865311951615927,2.495024323368741,2.632207099849133,0.8820472738274007,1.2777423509256087,1.02744578955518,1.2220529920448253,0.9547465316912903,1.249897671485217,1.0798948123765049,1.1247493908000028
2.2494899284360863,2.8124785722429286,2.446514102381174,2.902260271510816,2.34800201540863,2.8573694218768724,2.5309842503395075,2.674387186945995,0.8664295877265074,1.2608505593783996,0.8869264981776463,1.2100299641622505,0.8766780429520769,1.235440261770325,1.0636400735524534,1.0484782311699488,2.1642828213821907,2.870973317961842,2.40492635168847,2.8665134485968045,2.2846045865353304,2.868743383279323,2.5176280696720164,2.6357199001426372,0.8823402132382978,1.2719477357880113,0.9610677326911612,1.2105033832281324,0.9217039729647295,1.241225559508072,1.0771439745131546,1.085785557959647,2.0790757493634784,2.9294680396290733,2.363338618095683,2.8307666403810554,2.2212071837295806,2.8801173400050644,2.504271894496276,2.597052629238369,0.8982508322080085,1.2830449076347221,1.0352089367195223,1.2109768020993552,0.9667298844637654,1.2470108548670387,1.0906478699213653,1.1230928694094389
2.3517855274490853,2.9029344695144084,2.440500732892748,2.957716116006291,2.3961431301709166,2.9303252927603496,2.627359998481747,2.6991084244495194,0.8904117074425913,1.264458345137654,0.9059023520842019,1.2040188216383008,0.8981570297633966,1.2342385833879774,1.0774350262901227,1.0549605868612513,2.2331004888640047,2.863968647194249,2.407401833832213,2.86578026002359,2.320251161348109,2.8648744536089197,2.548534568029127,2.6365910469279017,0.8808019105365665,1.2790516486604095,0.9588765359984028,1.2177711027193021,0.9198392232674847,1.2484113756898558,1.0799267795984882,1.0883238193588525,2.1144154990794544,2.825002840895931,2.3743029483811764,2.773844441842779,2.2443592237303154,2.799423641369355,2.4697091699876927,2.5740736951119776,0.8711921175818671,1.2936449461827368,1.01185069813085,1.231523378145685,0.9415214078563585,1.2625841621642109,1.082418531882302,1.1216870381382675
