v_Speed_Fixed_young,v_Accuracy_Fixed_young,v_Speed_Varying_young,v_Accuracy_Varying_young,v_Speed_young,v_Accuracy_young,v_Fixed_young,v_Varying_young,a_Speed_Fixed_young,a_Accuracy_Fixed_young,a_Speed_Varying_young,a_Accuracy_Varying_young,a_Speed_young,a_Accuracy_young,a_Fixed_young,a_Varying_young,v_Speed_Fixed_middle,v_Accuracy_Fixed_middle,v_Speed_Varying_middle,v_Accuracy_Varying_middle,v_Speed_middle,v_Accuracy_middle,v_Fixed_middle,v_Varying_middle,a_Speed_Fixed_middle,a_Accuracy_Fixed_middle,a_Speed_Varying_middle,a_Accuracy_Varying_middle,a_Speed_middle,a_Accuracy_middle,a_Fixed_middle,a_Varying_middle,v_Speed_Fixed_old,v_Accuracy_Fixed_old,v_Speed_Varying_old,v_Accuracy_Varying_old,v_Speed_old,v_Accuracy_old,v_Fixed_old,v_Varying_old,a_Speed_Fixed_old,a_Accuracy_Fixed_old,a_Speed_Varying_old,a_Accuracy_Varying_old,a_Speed_old,a_Accuracy_old,a_Fixed_old,a_Varying_old
2.4292361987042663,3.088307141156443,2.5208592352782238,2.9995436558795903,2.475047716991245,3.0439253985180166,2.7587716699303546,2.760201445578907,0.894369467670035,1.2311740984122623,0.8977272392651997,1.114722624164193,0.8960483534676174,1.1729483612882277,1.0627717830411487,1.0062249317146963,2.240944226490566,2.9757289338807023,2.4229385651071973,2.8316716775547515,2.3319413957988817,2.903700305717727,2.608336580185634,2.6273051213309744,0.9024421840160649,1.2581860285803026,0.9743155381490728,1.1682838246279827,0.9383788610825688,1.2132349266041427,1.0803141062981838,1.0712996813885278,2.05265233169815,2.863150772894506,2.3250179351988747,2.66379976825497,2.1888351334485123,2.763475270574738,2.457901552296328,2.4944088517269223,0.9105148970427812,1.2851979476416646,1.0509038055416167,1.221845003068651,0.9807093512921989,1.2535214753551578,1.0978564223422231,1.1363744043051338
2.453860454818589,3.046865057674411,2.4694225884928813,3.0041716936310645,2.4616415216557352,3.0255183756527377,2.7503627562465,2.736797141061973,0.8732167742237236,1.223308653478732,0.8944181200828556,1.10761345507046,0.8838174471532896,1.165461054274596,1.0482627138512277,1.0010157875766579,2.2508121644367938,2.9780091351331457,2.384370230842187,2.8413953520028334,2.3175911976394903,2.9097022435679896,2.6144106497849697,2.61288279142251,0.8933520115067354,1.2581175695557205,0.9725893051338214,1.1688199859020625,0.9329706583202784,1.2134687777288915,1.0757347905312278,1.0707046455179419,2.0477639575437387,2.909153240903836,2.299317908163046,2.6786190773044525,2.1735409328533923,2.793886159104144,2.4784585992237873,2.488968492733749,0.9134872405106053,1.2929264713200914,1.0507604580426113,1.2300264915669605,0.9821238492766083,1.261476481443526,1.1032068559153483,1.140393474804786
2.408847913227315,3.04132973150916,2.437479947229261,2.9705726400453596,2.423163930228288,3.00595118577726,2.7250888223682375,2.7040262936373103,0.8930429866732433,1.217325978309802,0.917139784082469,1.1283526908942034,0.9050913853778562,1.1728393346020027,1.0551844824915226,1.022746237488336,2.2509776759097475,2.973132978492316,2.361371337592992,2.8386412673532364,2.3061745067513697,2.9058871229227763,2.612055327201032,2.600006302473114,0.901567861677414,1.257558769202709,0.9764385509465344,1.1723512245064285,0.9390032063119742,1.2149549968545688,1.0795633154400615,1.0743948877264815,2.0931075035047546,2.9049362535163925,2.285262759250815,2.706709948908228,2.189185131377785,2.8058231012123103,2.4990218785105736,2.4959863540795215,0.9100927331763541,1.2977915435528267,1.0357372934283247,1.2163497400274788,0.9729150133023393,1.2570706417901527,1.1039421383645902,1.1260435167279017
2.3692539769273133,3.011287734739167,2.4176644282598265,2.9620442994738085,2.39345920259357,2.986666017106488,2.69027085583324,2.6898543638668175,0.8915107885298313,1.210211317824678,0.9140994937434245,1.138928682250657,0.9028051411366279,1.1745700000376675,1.0508610531772546,1.0265140879970407,2.231073457486753,2.9514803107008722,2.3559940626179436,2.8598640777265834,2.293533760052348,2.905672194213728,2.5912768840938125,2.6079290701722635,0.8966916997866964,1.2537181373952806,0.9725070746806163,1.1847079102326572,0.9345993872336563,1.219213023813969,1.0752049185909884,1.0786074924566367,2.092892994862812,2.8916729112540005,2.2943237223334836,2.757683897993491,2.193608358598148,2.8246784046237456,2.4922829530584063,2.526003810163487,0.9018726089132909,1.2972249390768897,1.0309146316019677,1.2304871193913025,0.9663936202576293,1.2638560292340961,1.0995487739950904,1.130700875496635
2.3955050605122596,3.0431473416115655,2.4519870139251414,2.985826019353096,2.4237460372187005,3.0144866804823307,2.7193262010619126,2.7189065166391186,0.9048815782169761,1.2315027638034095,0.9233628280437642,1.15939466485749,0.9141222031303702,1.1954487143304497,1.068192171010193,1.041378746450627,2.2502453965074234,2.9625149585762576,2.364227799088448,2.8519202930102527,2.3072365977979357,2.907217625793255,2.6063801775418405,2.6080740460493503,0.9061176678305086,1.2569944955098402,0.9738101808233558,1.1875997763813901,0.9399639243269322,1.2222971359456152,1.0815560816701744,1.080704978602373,2.104985792229987,2.8818826086951126,2.276468620336306,2.718014621726334,2.1907272062831464,2.7999486152107234,2.49343420046255,2.49724162103132,0.9073537569357897,1.282486216734663,1.0242575128601679,1.2158048763080036,0.9658056348979788,1.2491455465213332,1.0949199868352264,1.1200311945840857
2.3912426230217245,3.010163549082334,2.4657022201339758,2.976091943878376,2.42847242157785,2.993127746480355,2.7007030860520294,2.720897082006176,0.9180001591580267,1.2457834881931786,0.9170212571373129,1.1699239806878903,0.9175107081476698,1.2078537344405345,1.0818918236756025,1.0434726189126016,2.2433882940163774,2.950292740307695,2.3853431793254347,2.841154978092798,2.314365736670906,2.8957238592002463,2.596840517162036,2.6132490787091163,0.8979851230450098,1.2681231293781308,0.9685744916212051,1.1981282869863217,0.9332798073331074,1.2331257081822262,1.0830541262115703,1.0833513893037634,2.0955340258052955,2.890421956150541,2.304984171558665,2.7062180677901644,2.2002590986819803,2.7983200119703526,2.492977990977918,2.505601119674415,0.8779700951617108,1.2904627613775412,1.020127704907605,1.2263325816877977,0.9490489000346579,1.2583976715326695,1.084216428269626,1.1232301432977012
2.388407376794088,3.0043009129282496,2.460447177287484,2.9752186155831137,2.424427277040786,2.9897597642556817,2.6963541448611688,2.717832896435299,0.9172176988929752,1.2414646725680805,0.9168132627093333,1.163864973515293,0.9170154808011542,1.2026648230416868,1.0793411857305277,1.0403391181123132,2.2396675050201904,2.948194945388584,2.3837984622037527,2.844627650302416,2.3117329836119715,2.8964112978455,2.593931225204387,2.6142130562530843,0.8990289745371842,1.2669759287993965,0.9691191976957929,1.1947037253705823,0.9340740861164886,1.2308398270849894,1.0830024516682901,1.0819114615331877,2.090927694404673,2.8920890009183893,2.3071497786361927,2.71403673871769,2.199038736520433,2.8030628698180395,2.491508347661531,2.5105932586769413,0.880840257660174,1.2924871745410764,1.0214251111752672,1.2255424645456932,0.9511326844177206,1.2590148195433848,1.0866637161006252,1.1234837878604802
2.3805148818601896,2.9972611597383234,2.4627041193492754,2.9874368130514894,2.4216095006047325,2.9923489863949064,2.6888880207992565,2.7250704662003824,0.9219907529897559,1.2401761620064942,0.9167868123914545,1.165665907156187,0.9193887826906051,1.2029210345813406,1.081083457498125,1.0412263597738207,2.233842517281112,2.9436550139857105,2.389365201110192,2.849305878463124,2.311603859195652,2.8964804462244174,2.588748765633411,2.619335539786658,0.9003337543306837,1.269731816309109,0.9668408398261013,1.1943014625864743,0.9335872970783925,1.2320166394477916,1.0850327853198964,1.0805711512062877,2.0871702130103045,2.8900488902747,2.316026313026368,2.7111750006709907,2.2015982630183357,2.8006119454728458,2.488609551642502,2.5136006568486793,0.8786767645764665,1.2992874584591254,1.0168948466796945,1.2229370062424865,0.9477858056280806,1.261112232350806,1.088982111517796,1.1199159264610903
2.4464784980574366,2.9823344236491773,2.339654785492869,2.923989124255456,2.3930666417751527,2.9531617739523166,2.714406460853307,2.6318219548741624,0.905615967436567,1.2595816985601367,0.9260022526332109,1.1647882238699783,0.915809110034889,1.2121849612150575,1.082598832998352,1.0453952382515945,2.2631464590989174,2.9307924991785517,2.3345374830624697,2.8521454189534814,2.2988419710806935,2.8914689590660165,2.5969694791387345,2.5933414510079755,0.8908805277882057,1.2774870366608808,0.9737604075013198,1.1920631662071801,0.9323204676447627,1.2347751014340305,1.0841837822245433,1.08291178685425,2.079814495522274,2.879250595900769,2.3294201827361865,2.7803017431919685,2.2046173391292303,2.829776169546369,2.4795325457115216,2.5548609629640775,0.8761450941987147,1.2953923673993661,1.0215185427323847,1.2193380973295587,0.9488318184655498,1.2573652323644624,1.0857687307990405,1.1204283200309717
2.3679153361681804,2.93695087519209,2.3320565444792276,2.8600876821383423,2.349985940323704,2.898519278665216,2.652433105680135,2.596072113308785,0.8849291281572325,1.3076666457500754,0.8766168085437165,1.2033689471195528,0.8807729683504746,1.255517796434814,1.096297886953654,1.0399928778316347,2.248218216907807,2.914002554669345,2.350027320908663,2.8170857353008314,2.299122768908235,2.8655441449850882,2.581110385788576,2.5835565281047472,0.8817864441707397,1.2930904606212617,0.9574509322597287,1.2062176519861068,0.9196186882152342,1.2496540563036842,1.0874384523960006,1.0818342921229178,2.1285211468641085,2.891054243582417,2.367998089948932,2.7740838061447226,2.24825961840652,2.8325690248635698,2.5097876952232627,2.5710409480468273,0.8786437614764452,1.278514281485837,1.0382850227386269,1.2090663556813392,0.958464392107536,1.2437903185835881,1.078579021481141,1.123675689209983
2.3571606939047482,2.9501254918730453,2.353492078778997,2.8809757196598094,2.3553263863418725,2.9155506057664273,2.6536430928888968,2.617233899219403,0.8769306235364708,1.3165772428186109,0.8787134218227036,1.20633065656667,0.8778220226795872,1.2614539496926405,1.0967539331775409,1.0425220391946868,2.2390765635383665,2.918249508989542,2.358206674051488,2.8255424513759997,2.2986416187949272,2.871895980182771,2.578663036263954,2.591874562713744,0.8768864018531247,1.2977069922398576,0.9568298468867761,1.2086889735528246,0.9168581243699504,1.253197982896341,1.0872966970464912,1.0827594102198004,2.120992481725436,2.8863735392127023,2.3629212673854476,2.770109205885062,2.241956874555442,2.828241372548882,2.5036830104690693,2.566515236635255,0.8768421801879618,1.2788367494201132,1.0349462398311893,1.2110472895692936,0.9558942100095754,1.2449420194947034,1.0778394648040375,1.1229967647002415
2.365711975232399,3.017716902580027,2.4021415261807277,2.8631077603793074,2.3839267507065633,2.940412331479667,2.691714438906213,2.6326246432800176,0.8816112762902566,1.3086334105945354,0.8800066935225745,1.1568601182628269,0.8808089849064156,1.2327467644286811,1.0951223434423958,1.0184334058927007,2.21915132385603,2.9602923008108393,2.388042757780396,2.8016473062790883,2.303597040818213,2.880969803544964,2.5897218123334347,2.5948450320297423,0.8767508812827942,1.293196510631778,0.9618799826385518,1.1947861039655405,0.919315431960673,1.2439913072986593,1.084973695957286,1.0783330433020464,2.072590732741997,2.9028677226533137,2.3739439951771493,2.74018687744998,2.223267363959573,2.8215273000516468,2.4877292276976553,2.5570654363135645,0.8718904882738134,1.2777596170163155,1.0437532380901346,1.2327120740739703,0.957821863181974,1.255235845545143,1.0748250526450644,1.1382326560820526
2.3829340754580337,2.882646020749442,2.3637827789451076,2.8669034657126535,2.3733584272015706,2.8747747432310478,2.632790048103738,2.6153431223288806,0.8530646240486941,1.28258292385189,0.8442344023726878,1.1432885534290864,0.8486495132106909,1.2129357386404882,1.0678237739502918,0.9937614779008871,2.2596472793949225,2.881426768092009,2.3634840646441937,2.8245804535367345,2.311565672019558,2.8530036108143717,2.5705370237434657,2.594032259090464,0.8729875687251726,1.2775940067353162,0.9552075941009256,1.1935486502261965,0.9140975814130491,1.2355713284807563,1.0752907877302442,1.074378122163561,2.136360534024478,2.880207515935904,2.3631853504661047,2.7822574587630564,2.2497729422452912,2.8312324873494803,2.508284024980191,2.5727214046145805,0.892910505209799,1.272605091670069,1.0661807401995647,1.243808726357522,0.9795456227046818,1.2582069090137955,1.082757798439934,1.1549947332785433
2.2717012672007337,2.880735183823365,2.429718808249194,2.8407799122754014,2.350710037724964,2.860757548049383,2.5762182255120494,2.6352493602622977,0.8537431773579492,1.2262465115067922,0.9044392748234752,1.1707818670903611,0.8790912260907122,1.1985141892985767,1.0399948444323708,1.037610570956918,2.1817182547458502,2.903412020252804,2.400041280229643,2.8247238239639456,2.2908797674877466,2.864067922108375,2.542565137499327,2.6123825520967943,0.8678542874926791,1.2566872860989566,0.9721949150072706,1.2110091882352207,0.9200246012499749,1.2338482371670887,1.0622707867958179,1.0916020516212457,2.0917352792898924,2.926088847358055,2.3703637644128017,2.8086677422543804,2.231049521851347,2.8673782948062176,2.5089120633239737,2.589515753333591,0.8819653918252484,1.287128048174582,1.0399505273315206,1.2512364928395405,0.9609579595783845,1.2691822705070612,1.0845467199999153,1.1455935100855306
2.216726517588382,2.9035994019176274,2.2356893800070154,2.7604425722956916,2.2262079487976987,2.8320209871066595,2.5601629597530047,2.4980659761513535,0.8700937232444425,1.1971201853467954,0.9077477741822938,1.1433575406902363,0.8889207487133681,1.1702388630185159,1.0336069542956188,1.0255526574362652,2.1624042686473466,2.9283680681063284,2.335215455747875,2.803483397571572,2.2488098621976107,2.8659257328389502,2.5453861683768375,2.5693494266597234,0.8804407172149433,1.2485510409200908,0.9671809856952296,1.2018920280686145,0.9238108514550865,1.2252215344943527,1.064495879067517,1.0845365068819222,2.108082042042358,2.95313672411073,2.434741490565924,2.846524205150065,2.271411766304141,2.8998304646303974,2.530609383076544,2.6406328478579946,0.8907877069310005,1.2999818753462136,1.0266141727706093,1.2604264913789711,0.958700939850805,1.2802041833625923,1.095384791138607,1.1435203320747902
2.1637789906312435,2.8100155982785955,2.238206411932805,2.8721242657132873,2.2009927012820243,2.8410699319959414,2.4868972944549195,2.555165338823046,0.8420671948212146,1.2110780869205244,0.8424207897072566,1.2029511180862478,0.8422439922642356,1.207014602503386,1.0265726408708695,1.0226859538967523,2.2010958788172816,2.8385838191938557,2.35093003194957,2.8303769049373004,2.276012955383426,2.834480362065578,2.5198398490055687,2.5906534684434352,0.8693777008922166,1.2381462437643862,0.9572426257437585,1.2281018540921604,0.9133101633179875,1.2331240489282733,1.0537619723283016,1.0926722399179596,2.2384127516594825,2.8671520283625274,2.463653605617001,2.788629561326858,2.3510331786382417,2.8278907948446927,2.552782390011005,2.6261415834719295,0.8966881957337731,1.2652143894784509,1.0720644145681884,1.2532525797566747,0.9843763051509807,1.2592334846175628,1.080951292606112,1.1626584971624316
2.160287674488542,2.7918238488954485,2.233539094711197,2.8692087801280413,2.1969133845998696,2.830516314511745,2.4760557616919954,2.551373937419619,0.8356356614930999,1.2105544673697843,0.8407757434708473,1.2090779514898333,0.8382057024819736,1.2098162094298088,1.0230950644314418,1.0249268474803404,2.1998228590982687,2.8317080284922347,2.3454940798228905,2.836281869563131,2.2726584694605796,2.833994949027683,2.5157654437952517,2.5908879746930107,0.8656818106180392,1.2389144720370282,0.9551219865920061,1.2325011073977754,0.9104018986050226,1.2357077897174018,1.0522981413275336,1.0938115469948908,2.239358027452048,2.8715921916895724,2.457449018901295,2.8033549725370017,2.3484035231766716,2.837473582113287,2.55547510957081,2.6304019957191485,0.8957279473887,1.2672744650432972,1.0694681826966457,1.2559242536746607,0.9825980650426729,1.261599359358979,1.0815012062159985,1.1626962181856533
2.3110780130894857,2.9090682432412414,2.413751972788457,2.828174623949599,2.3624149929389713,2.86862143359542,2.6100731281653635,2.620963298369028,0.8396670991746089,1.2389225162553825,0.9008867761688537,1.1839853638607454,0.8702769376717313,1.211453940058064,1.0392948077149955,1.0424360700147994,2.2273760356979735,2.914779086900633,2.398726709388981,2.779283855325113,2.313051372543477,2.847031471112873,2.5710775612993033,2.589005282357047,0.8737095663806952,1.2518479936349294,0.9844417370466835,1.1999115447857258,0.9290756517136893,1.2258797692103276,1.0627787800078121,1.0921766409162046,2.143674092722771,2.920489928211859,2.383701452167544,2.7303931068033767,2.2636877724451576,2.8254415175076177,2.532082010467315,2.5570472794854604,0.9077520195893097,1.2647734656998195,1.0679966635686542,1.2158377191622307,0.987874341578982,1.2403055924310251,1.0862627426445646,1.1419171913654425
2.2808176641752786,2.8240883264036323,2.393324328144096,2.8490529668194458,2.3370709961596874,2.836570646611539,2.5524529952894555,2.621188647481771,0.8390354349012548,1.1958288487001931,0.9173758214520616,1.1741588372060299,0.8782056281766583,1.1849938429531115,1.017432141800724,1.045767329329046,2.21523596119793,2.890299362276406,2.382466028647446,2.8020418501146276,2.298850994922688,2.8461706061955168,2.552767661737168,2.592253939381037,0.870946922078752,1.2388841534547728,0.9918336512829109,1.1985202831327377,0.9313902866808315,1.2187022182937552,1.0549155377667625,1.0951769672078244,2.1496542851862546,2.9565103709247382,2.3716077336154773,2.7550307527396884,2.260631009400866,2.8557705618322133,2.5530823280554964,2.563319243177583,0.9028583961349872,1.2819394405060112,1.06629145049843,1.2228817190425851,0.9845749233167086,1.2524105797742981,1.0923989183204992,1.1445865847705077
2.3212545851696684,2.8686425670056077,2.468438013994858,2.799414930524183,2.3948462995822632,2.8340287487648954,2.594948576087638,2.6339264722595206,0.8648562850917951,1.207002445519871,0.9251396582969421,1.1643351274354616,0.8949979716943686,1.1856687864776663,1.035929365305833,1.0447373928662018,2.2351365081128365,2.903864613506254,2.3988701401306822,2.781160070175203,2.3170033241217594,2.8425123418407283,2.569500560809545,2.5900151051529425,0.8781624384638366,1.2411155575776995,0.9929820661274321,1.1970922981691376,0.9355722522956343,1.2191039278734186,1.0596389980207679,1.095037182148285,2.1490184664657566,2.9390866455244122,2.3293022948711997,2.7629052173321966,2.239160380668478,2.8509959314283044,2.5440525559950844,2.546103756101698,0.8914685863646967,1.275228655609009,1.0608244460627003,1.2298494554338255,0.9761465162136985,1.2525390555214173,1.0833486209868528,1.145336950748263
