subject,age,condition,block_type,v,a
5c03688d29abc00001991a3a,25,Accuracy,Fixed,2.9231304306717725,0.9625665571599543
5c03688d29abc00001991a3a,25,Accuracy,Varying,2.980242518979148,0.7013164949781
5c0fcccc1f6f150001487111,60,Speed,Fixed,1.2891930924216215,0.40254836342743183
5c0fcccc1f6f150001487111,60,Speed,Varying,1.2288751815070253,0.4671667136588784
5c0fcccc1f6f150001487111,60,Accuracy,Fixed,2.779166699802226,1.652952039770085
5c0fcccc1f6f150001487111,60,Accuracy,Varying,3.501497381744647,1.6245213470478221
5c19fd69e567460001839e98,70,Speed,Fixed,1.892568589225705,1.4435171709111316
5c19fd69e567460001839e98,70,Speed,Varying,2.3296772989984973,1.3931183382741545
5c19fd69e567460001839e98,70,Accuracy,Fixed,2.439976836949521,1.3477884427141185
5c19fd69e567460001839e98,70,Accuracy,Varying,2.003240414795891,1.1525886211910021
5c1ffe5295f978000173df84,65,Speed,Fixed,1.5137538532507753,0.36244095398019166
5c1ffe5295f978000173df84,65,Speed,Varying,1.48099836611842,0.5509244743605091
5c1ffe5295f978000173df84,65,Accuracy,Fixed,3.096708491155616,1.3759274473091236
5c1ffe5295f978000173df84,65,Accuracy,Varying,3.052125218030824,1.2841705900578873
5c330cefca23620001b262b1,58,Speed,Fixed,3.2856027229173947,1.1106538338211143
5c330cefca23620001b262b1,58,Speed,Varying,3.1418961238910668,1.058331606853179
5c330cefca23620001b262b1,58,Accuracy,Fixed,3.616619247502388,1.202580445411703
5c330cefca23620001b262b1,58,Accuracy,Varying,2.9623724098108704,1.0539595707233438
5c40134b1580e900012320ab,43,Speed,Fixed,3.0564419411129466,0.8759350025895217
5c40134b1580e900012320ab,43,Speed,Varying,2.726534321187709,0.8498362511553538
5c40134b1580e900012320ab,43,Accuracy,Fixed,3.134471557039309,1.370858521756859
5c40134b1580e900012320ab,43,Accuracy,Varying,2.611725128913283,1.0846643096630937
5c567e2acc53750001751cb0,75,Speed,Fixed,2.0881770247019467,1.4027824850588944
5c567e2acc53750001751cb0,75,Speed,Varying,2.7393162035109415,1.570627115626294
5c567e2acc53750001751cb0,75,Accuracy,Fixed,4.200308044205351,1.7475964075250483
5c567e2acc53750001751cb0,75,Accuracy,Varying,3.28887606816819,1.5917730711918117
5c59e6519dd64d00018adaa8,24,Speed,Fixed,1.0967658641228242,0.5176638745129516
5c59e6519dd64d00018adaa8,24,Speed,Varying,1.0641471596290233,0.5702355654595601
5c59e6519dd64d00018adaa8,24,Accuracy,Fixed,1.8646136664201542,1.6727669811515966
5c59e6519dd64d00018adaa8,24,Accuracy,Varying,1.0090604823478733,1.2094222315643877
5c6e3a445d427900014b360c,33,Speed,Fixed,0.993363910736217,0.4568132556716657
5c6e3a445d427900014b360c,33,Speed,Varying,1.1215519152998608,0.41712544679961555
5c6e3a445d427900014b360c,33,Accuracy,Fixed,2.890380128861329,1.6454146508152876
5c6e3a445d427900014b360c,33,Accuracy,Varying,2.833318719055973,1.4521221433797846
5c6f2e7632cb70000169b490,47,Speed,Fixed,2.6585875992599135,1.0174142283558933
5c6f2e7632cb70000169b490,47,Speed,Varying,3.511695189894801,1.2419205469535237
5c6f2e7632cb70000169b490,47,Accuracy,Fixed,4.217109682264267,1.4202950556039302
5c6f2e7632cb70000169b490,47,Accuracy,Varying,3.403690361355305,1.5156439392863508
5c7853cecad0dc0001e56ec5,43,Speed,Fixed,1.1900460936527506,0.712583562791533
5c7853cecad0dc0001e56ec5,43,Speed,Varying,2.67151852925529,1.9019022179279739
5c7853cecad0dc0001e56ec5,43,Accuracy,Fixed,2.210148059213296,1.3502612748094396
5c7853cecad0dc0001e56ec5,43,Accuracy,Varying,2.524236098608338,1.6632268561395824
5c8f224c9d2bff0001867ce2,38,Speed,Fixed,3.267072014595661,0.9573742880763088
5c8f224c9d2bff0001867ce2,38,Speed,Varying,3.143966592710155,1.0792764350347126
5c8f224c9d2bff0001867ce2,38,Accuracy,Fixed,3.455563296477209,1.0965336227255704
5c8f224c9d2bff0001867ce2,38,Accuracy,Varying,3.278706465771442,1.07198637072921
5c90094e71f3100016181ea9,43,Speed,Fixed,1.663135935377857,0.8049692998694452
5c90094e71f3100016181ea9,43,Speed,Varying,1.9310777936034014,0.7944416990897468
5c90094e71f3100016181ea9,43,Accuracy,Fixed,1.7931066975487928,0.8088475038479549
5c90094e71f3100016181ea9,43,Accuracy,Varying,1.9948243467195446,0.830207647213666
5cd34d42fe890a00174debb5,22,Speed,Fixed,2.164998727535444,0.6816220005261893
5cd34d42fe890a00174debb5,22,Speed,Varying,1.8825031350494614,0.5297306891037974
5cd34d42fe890a00174debb5,22,Accuracy,Fixed,3.0418477324029354,1.054767358725338
5cd34d42fe890a00174debb5,22,Accuracy,Varying,3.5197246621079152,1.294951504108968
5ce42b3454e33d001918923a,73,Speed,Fixed,2.610109034306709,0.961270610986226
5ce42b3454e33d001918923a,73,Speed,Varying,2.250601509373819,0.9277301130546786
5ce42b3454e33d001918923a,73,Accuracy,Fixed,2.5892394462981603,0.8839699605445165
5ce42b3454e33d001918923a,73,Accuracy,Varying,2.4749800966825832,0.9638270448900373
5cf3f7364bcc6400019d71fa,66,Speed,Fixed,2.9650572711503025,1.6014228103252
5cf3f7364bcc6400019d71fa,66,Speed,Varying,3.3979102561126475,1.662600130926916
5cf3f7364bcc6400019d71fa,66,Accuracy,Fixed,3.260824582885878,1.5497699769669053
5cf3f7364bcc6400019d71fa,66,Accuracy,Varying,3.555438405503104,1.6068221366347772
5cf6150ce42af100015a90c4,53,Speed,Fixed,2.2232838793717455,1.1475239919347555
5cf6150ce42af100015a90c4,53,Speed,Varying,3.3287883986589275,1.857890470295019
5cf6150ce42af100015a90c4,53,Accuracy,Fixed,3.477778170042215,1.1845667315672326
5cf6150ce42af100015a90c4,53,Accuracy,Varying,3.452366315024931,1.4019907655323414
5d0d3bc8f403080016411213,36,Speed,Fixed,1.9939722696476183,0.8039779193505202
5d0d3bc8f403080016411213,36,Speed,Varying,2.3221550859756612,0.8236547151420192
5d0d3bc8f403080016411213,36,Accuracy,Fixed,2.2991447464245804,0.7551799301400951
5d0d3bc8f403080016411213,36,Accuracy,Varying,2.363053588904832,0.8696571096938425
5d41e832b0ca7200169d857e,85,Speed,Fixed,1.156944586168407,1.0479603087638267
5d41e832b0ca7200169d857e,85,Speed,Varying,2.8675507908536324,2.2035397181328187
5d41e832b0ca7200169d857e,85,Accuracy,Fixed,2.40801621002359,1.2274392854737144
5d41e832b0ca7200169d857e,85,Accuracy,Varying,3.041109566092962,1.4188674262884606
5d617ba9364f9a0019f1dac3,37,Speed,Fixed,3.0733946236172827,0.9809717147489724
5d617ba9364f9a0019f1dac3,37,Speed,Varying,2.5898138718010797,0.9211818518018002
5d617ba9364f9a0019f1dac3,37,Accuracy,Fixed,3.180837788269222,1.3576973223715378
5d617ba9364f9a0019f1dac3,37,Accuracy,Varying,2.947197050513788,0.8913714785800084
5d649652adc4e8001a2d258d,58,Speed,Fixed,3.062324227479145,1.374552276103057
5d649652adc4e8001a2d258d,58,Speed,Varying,3.3315647273629443,1.5564172767903586
5d649652adc4e8001a2d258d,58,Accuracy,Fixed,2.869665947064001,1.5895282516983558
5d649652adc4e8001a2d258d,58,Accuracy,Varying,3.0150222020944444,1.4500595502127063
5d75552566edbe0001356a20,66,Speed,Fixed,2.286599965065871,0.8569599723621427
5d75552566edbe0001356a20,66,Speed,Varying,2.974679959865012,0.9823443233719441
5d75552566edbe0001356a20,66,Accuracy,Fixed,3.4005095100095537,1.2882289991510043
5d75552566edbe0001356a20,66,Accuracy,Varying,3.1304879544984945,1.108428162075409
5dcec32a367c6d000a4282c2,70,Speed,Fixed,3.3322503283336964,1.6009357281340402
5dcec32a367c6d000a4282c2,70,Speed,Varying,2.3418299730781627,0.3699567046038242
5dcec32a367c6d000a4282c2,70,Accuracy,Fixed,4.056948832549336,1.712321731862542
5dcec32a367c6d000a4282c2,70,Accuracy,Varying,3.0382547626773224,1.319130357472954
5df80710e297d55a34ee39f0,33,Speed,Fixed,1.3415561863798666,0.3781538522700012
5df80710e297d55a34ee39f0,33,Speed,Varying,1.1370768775210698,0.5703794553467861
5df80710e297d55a34ee39f0,33,Accuracy,Fixed,1.4144622110297587,0.7296749143972613
5df80710e297d55a34ee39f0,33,Accuracy,Varying,1.159456776991792,0.7814578986449429
5e1a72b0d370f42ef4051dc1,24,Speed,Fixed,2.8202570742764084,0.7612682999307033
5e1a72b0d370f42ef4051dc1,24,Speed,Varying,2.7186133895722358,0.7329081102509448
5e1a72b0d370f42ef4051dc1,24,Accuracy,Fixed,2.7456989833611503,1.2049804540412934
5e1a72b0d370f42ef4051dc1,24,Accuracy,Varying,2.9468507466885003,1.037674457896291
5e1fc8d45427912f6143b012,60,Speed,Fixed,3.950127488618635,1.328674863045058
5e1fc8d45427912f6143b012,60,Speed,Varying,3.6265470680078975,1.1650250512562765
5e1fc8d45427912f6143b012,60,Accuracy,Fixed,4.766101636827185,1.3695146750934346
5e1fc8d45427912f6143b012,60,Accuracy,Varying,4.0609179734670695,1.3033679610294109
5e85088b3f06400f3f75e21f,35,Speed,Fixed,4.626257038020022,0.7144291216013308
5e85088b3f06400f3f75e21f,35,Speed,Varying,4.296510940196091,0.6261776781726895
5e85088b3f06400f3f75e21f,35,Accuracy,Fixed,5.024659748906277,0.8558298237945613
5e85088b3f06400f3f75e21f,35,Accuracy,Varying,6.105300238358042,1.1933661355504508
5e8cf14c0bec230b335e060d,47,Speed,Fixed,3.3729819510223744,1.0293263085875808
5e8cf14c0bec230b335e060d,47,Speed,Varying,3.2651934781822436,1.0403788951157946
5e8cf14c0bec230b335e060d,47,Accuracy,Fixed,3.43060566104811,1.0409669019642573
5e8cf14c0bec230b335e060d,47,Accuracy,Varying,3.162628697963029,1.0969178058907272
5e93e2a7a5de13720dffc7f9,46,Speed,Fixed,3.062297404408395,1.0049010226121284
5e93e2a7a5de13720dffc7f9,46,Speed,Varying,3.321560457423195,1.1506448147917663
5e93e2a7a5de13720dffc7f9,46,Accuracy,Fixed,3.2015393698596197,1.3365953029778108
5e93e2a7a5de13720dffc7f9,46,Accuracy,Varying,3.190066694523577,1.230861364594439
5e9e5208595cb12230f38262,46,Speed,Fixed,2.33447795040679,0.740951196171482
5e9e5208595cb12230f38262,46,Speed,Varying,1.9888438545765612,0.8502055994531644
5e9e5208595cb12230f38262,46,Accuracy,Fixed,2.9153131661672,1.258168817696482
5e9e5208595cb12230f38262,46,Accuracy,Varying,2.4212141875878914,1.2797485821052401
5ea47bda5b1a9807ed89eb76,77,Speed,Fixed,1.428159859211394,0.4084766716943539
5ea47bda5b1a9807ed89eb76,77,Speed,Varying,1.216177717131632,0.4525845353131332
5ea47bda5b1a9807ed89eb76,77,Accuracy,Fixed,3.084887012006662,1.4450184441340532
5ea47bda5b1a9807ed89eb76,77,Accuracy,Varying,2.8218888936932793,1.5100105921114562
5eab09eb60ed4e0ae2dc694f,66,Speed,Fixed,1.1142101601178402,0.33546214367915284
5eab09eb60ed4e0ae2dc694f,66,Speed,Varying,1.8420457771744845,0.2992898622936321
5eab09eb60ed4e0ae2dc694f,66,Accuracy,Fixed,3.1290131452846994,1.4842721372480998
5eab09eb60ed4e0ae2dc694f,66,Accuracy,Varying,3.1619267237342017,1.331056948025088
5ebe015ae70ab70008895dbd,60,Speed,Fixed,3.29390987644178,0.8431816537638432
5ebe015ae70ab70008895dbd,60,Speed,Varying,3.739553270302749,1.081512492767087
5ebe015ae70ab70008895dbd,60,Accuracy,Fixed,3.1287228136591,0.9817371838408255
5ebe015ae70ab70008895dbd,60,Accuracy,Varying,3.4637299152558354,1.030376728198837
5ec1c41a1f98090e8c119332,36,Speed,Fixed,2.9545704388031817,0.72120679452985
5ec1c41a1f98090e8c119332,36,Speed,Varying,3.0920978111340993,0.6865037952967398
5ec1c41a1f98090e8c119332,36,Accuracy,Fixed,3.671450997138809,1.3189760558314185
5ec1c41a1f98090e8c119332,36,Accuracy,Varying,3.6816583225650357,1.2791136006603978
5ef035131f1b2a546b44c391,72,Speed,Fixed,3.545866361920938,1.5700713008665899
5ef035131f1b2a546b44c391,72,Speed,Varying,4.1118029932550355,1.6151134987160862
5ef035131f1b2a546b44c391,72,Accuracy,Fixed,3.5565242979178624,1.4124434756240123
5ef035131f1b2a546b44c391,72,Accuracy,Varying,3.950825658829646,1.4852394098928134
5ef6308c40846d2dfca0b66a,50,Speed,Fixed,2.3156767951795985,0.957160356307505
5ef6308c40846d2dfca0b66a,50,Speed,Varying,2.0076598739856264,1.166955608795536
5ef6308c40846d2dfca0b66a,50,Accuracy,Fixed,2.61460268329881,1.1843392168261997
5ef6308c40846d2dfca0b66a,50,Accuracy,Varying,2.306730799914737,1.2547603290672034
5f1230c4f57b2f06e2465477,81,Speed,Fixed,0.8826875194498536,0.7036728291022373
5f1230c4f57b2f06e2465477,81,Speed,Varying,1.6774175053601699,0.37284485023336783
5f1230c4f57b2f06e2465477,81,Accuracy,Fixed,2.0042129575312693,1.2510538556696413
5f1230c4f57b2f06e2465477,81,Accuracy,Varying,2.066422963478936,1.0745786341630323
5f2f86864fd821374b4367bc,29,Speed,Fixed,1.4039710838905057,0.7387831967581597
5f2f86864fd821374b4367bc,29,Speed,Varying,1.2332253079730504,0.568436114884509
5f2f86864fd821374b4367bc,29,Accuracy,Fixed,2.342627547930724,1.5019589438097862
5f2f86864fd821374b4367bc,29,Accuracy,Varying,1.4008637045962578,0.7216174374824446
5f4f93bcb46af5055714d433,57,Speed,Fixed,1.586234889344309,1.2381253630509246
5f4f93bcb46af5055714d433,57,Speed,Varying,1.4239296615603187,0.6389138011375824
5f4f93bcb46af5055714d433,57,Accuracy,Fixed,2.3834100703163275,1.8243183596483328
5f4f93bcb46af5055714d433,57,Accuracy,Varying,2.126867139213955,1.6127232035062637
5f52e45ad408d55fa156aa21,30,Speed,Fixed,2.8556182733988233,0.7592115212063436
5f52e45ad408d55fa156aa21,30,Speed,Varying,2.831172156128627,0.6690719173060345
5f52e45ad408d55fa156aa21,30,Accuracy,Fixed,3.998783279837438,1.625946832159263
5f52e45ad408d55fa156aa21,30,Accuracy,Varying,3.854027285599855,1.6012058813120877
5f773334d74b082186824cac,44,Speed,Fixed,2.3722537215812416,0.7190238436688957
5f773334d74b082186824cac,44,Speed,Varying,2.170337770489126,0.7265619542606317
5f773334d74b082186824cac,44,Accuracy,Fixed,2.6897826038750052,1.1346109245719895
5f773334d74b082186824cac,44,Accuracy,Varying,2.6212422101814568,1.1546585519773571
5fb16308dc5973607fa3041c,60,Speed,Fixed,2.739310988049078,1.1454673933462576
5fb16308dc5973607fa3041c,60,Speed,Varying,3.0208025414618636,1.1432276310156169
5fb16308dc5973607fa3041c,60,Accuracy,Fixed,3.3181767299632927,1.4730812994287124
5fb16308dc5973607fa3041c,60,Accuracy,Varying,2.9583802475370353,1.2086059927198158
5fb41cbb6ab13204137b931e,75,Speed,Fixed,1.3558804822294146,0.404035086072898
5fb41cbb6ab13204137b931e,75,Speed,Varying,1.4060104186816922,0.40205015207496025
5fb41cbb6ab13204137b931e,75,Accuracy,Fixed,3.4407442173231146,1.6034269510926131
5fb41cbb6ab13204137b931e,75,Accuracy,Varying,3.2312924150516675,1.3032907326050862
5fc803709e587e1295172443,52,Speed,Fixed,3.278029112534553,0.864245652584503
5fc803709e587e1295172443,52,Speed,Varying,3.117813615974049,0.8925367167249207
5fc803709e587e1295172443,52,Accuracy,Fixed,3.219748139142919,0.9013586386113603
5fc803709e587e1295172443,52,Accuracy,Varying,3.3594648619157117,0.9668611892109822
5fd0ebb69497b30008547502,45,Speed,Fixed,1.568160512816459,0.5757580527824393
5fd0ebb69497b30008547502,45,Speed,Varying,1.6654130251790036,0.8469681969418892
5fd0ebb69497b30008547502,45,Accuracy,Fixed,2.7982287800845778,1.0200807488601016
5fd0ebb69497b30008547502,45,Accuracy,Varying,2.624873399325914,0.9875954274596266
5fde4292a4d8245990ada5bc,72,Speed,Fixed,4.719844066808646,0.9614659706065244
5fde4292a4d8245990ada5bc,72,Speed,Varying,5.169185137926707,1.224478518919728
5fde4292a4d8245990ada5bc,72,Accuracy,Fixed,4.878358783670077,1.1117452881832413
5fde4292a4d8245990ada5bc,72,Accuracy,Varying,4.685270905857914,1.0019378523358076
600b283694c55c15f17e744c,39,Speed,Fixed,2.510478307141507,0.9197066904432355
600b283694c55c15f17e744c,39,Speed,Varying,2.727713935960411,0.9648870676690809
600b283694c55c15f17e744c,39,Accuracy,Fixed,2.6592202055779675,1.0366565612796874
600b283694c55c15f17e744c,39,Accuracy,Varying,2.7918871221325663,1.0835005963169206
6015ba06aa02256df4792d15,25,Speed,Fixed,3.9408727361556304,1.238016565058432
6015ba06aa02256df4792d15,25,Speed,Varying,3.9385947709684634,1.3816581326147412
6015ba06aa02256df4792d15,25,Accuracy,Fixed,3.3216434975457227,1.1503686774584159
6015ba06aa02256df4792d15,25,Accuracy,Varying,3.451676818454394,1.1080718894565047
601c73af332e2d7ce9b9fe77,21,Speed,Fixed,1.2573284274918202,1.3369766498792661
601c73af332e2d7ce9b9fe77,21,Speed,Varying,1.348830044514741,1.3031159987043532
601c73af332e2d7ce9b9fe77,21,Accuracy,Fixed,1.6438454040786092,1.565508297196186
601c73af332e2d7ce9b9fe77,21,Accuracy,Varying,1.4199727486102718,1.4010730724927576
601dc4afec317f1e601e72c0,66,Speed,Fixed,1.991633918606747,1.2017857431753176
601dc4afec317f1e601e72c0,66,Speed,Varying,3.240746670408546,1.4273820382628772
601dc4afec317f1e601e72c0,66,Accuracy,Fixed,2.3806136044254522,1.3570263136392595
601dc4afec317f1e601e72c0,66,Accuracy,Varying,2.835849954580799,1.4211815721797205
60408842de0f31299ea0dadc,26,Speed,Fixed,1.5761188362174265,0.44559264948944016
60408842de0f31299ea0dadc,26,Speed,Varying,1.347146146053471,0.4272941239901013
60408842de0f31299ea0dadc,26,Accuracy,Fixed,2.404987955959988,1.5112452677778216
60408842de0f31299ea0dadc,26,Accuracy,Varying,2.6027777138411663,1.39228898150397
6051536b3e81428095504b35,64,Speed,Fixed,1.459578800819966,0.41568022520233905
6051536b3e81428095504b35,64,Speed,Varying,1.6197007856142465,0.3883009378489072
6051536b3e81428095504b35,64,Accuracy,Fixed,2.778253462445186,1.3968556604545883
6051536b3e81428095504b35,64,Accuracy,Varying,2.3705383976039207,1.1390724039768307
607c9f94cc974d4ea1dc22c8,67,Speed,Fixed,1.0722416088315756,0.43137517716089235
607c9f94cc974d4ea1dc22c8,67,Speed,Varying,1.1055600557588672,0.4113709050806582
607c9f94cc974d4ea1dc22c8,67,Accuracy,Fixed,2.2844733241169677,1.2661892747153387
607c9f94cc974d4ea1dc22c8,67,Accuracy,Varying,2.3762489969330454,1.1019946648596783
60a202f048762ada5381474a,52,Speed,Fixed,0.8217074622785394,1.0869494309303878
60a202f048762ada5381474a,52,Speed,Varying,1.4997140954017918,1.3766138648167312
60a202f048762ada5381474a,52,Accuracy,Fixed,1.2044100077378088,1.2035548550432213
60a202f048762ada5381474a,52,Accuracy,Varying,1.1364298608801153,1.1186861800605732
60b18fbfb6c5d8edfaa5bed0,67,Speed,Fixed,2.2273664292119677,1.031260011754703
