subject,age,condition,v,a
61081625938d8ffb2440498f,22,Varying,2.2599456366803365,1.204366336609226
610825130bf4669d1b167efe,22,Fixed,3.4308672598210377,1.1354465977948431
610825130bf4669d1b167efe,22,Varying,3.425002458395314,1.146667177591204
610847fd403ae0217934a3a1,41,Fixed,2.055199748567114,0.7364465015687023
610847fd403ae0217934a3a1,41,Varying,2.3224399673215688,0.7154616808226084
61095a37fbf7b13d6f7f2f5b,31,Fixed,1.8989693957689702,0.6588082121984624
61095a37fbf7b13d6f7f2f5b,31,Varying,2.293890799474154,0.7638750487135317
610c940475aedaf9c70a190e,69,Fixed,2.1215522255538515,1.5415490602754438
610c940475aedaf9c70a190e,69,Varying,2.2636530958712964,1.3239975561007131
611ac17a9d585411a2314882,23,Fixed,1.8261158658104715,1.0312654388153473
611ac17a9d585411a2314882,23,Varying,2.0132821699997585,0.9790466850560857
611e99910d64a6ea6d18b0a6,45,Fixed,2.1095512790744144,0.9488681939329463
611e99910d64a6ea6d18b0a6,45,Varying,2.5689202975098016,1.0333985667825625
612e6569f68929afb886fb5c,24,Fixed,2.6038099735467632,0.7182698240505084
612e6569f68929afb886fb5c,24,Varying,2.70253358479565,0.8004541954496417
6130cdbb53f773b3125576a7,68,Fixed,2.718452299974142,1.3244200958042218
6130cdbb53f773b3125576a7,68,Varying,2.7210516219299126,1.2304764447996015
613e002e81f4b2409b531dbd,24,Fixed,2.0330726312871104,1.1030130143488412
613e002e81f4b2409b531dbd,24,Varying,1.8801355057183549,0.8804284540635819
613ea8344b072de7f3ccb5dc,24,Fixed,1.608577292548456,1.3579337415995472
613ea8344b072de7f3ccb5dc,24,Varying,1.7483411263021447,1.3233576493187083
614e32cf6eacf837eb9d5c48,80,Fixed,1.4034734521403132,0.8020167885503695
614e32cf6eacf837eb9d5c48,80,Varying,1.214380732032641,0.8776872278544423
61536cd5842e5b40639fa99b,61,Fixed,2.1213988329978224,1.5651048094720812
61536cd5842e5b40639fa99b,61,Varying,2.7217530295340713,1.4635504005904045
6155b9c45f96867d9d9631fd,30,Fixed,1.94542401275615,0.8439778767923297
6155b9c45f96867d9d9631fd,30,Varying,1.9877064646457245,0.9022482983023302
6157a19a19a618c6119bf7d7,53,Fixed,2.428848040544886,1.1984093738107253
6157a19a19a618c6119bf7d7,53,Varying,2.601720937508536,1.066075440214398
615914a33224dc31f1045612,63,Fixed,2.6520336551798973,1.040490895211472
615914a33224dc31f1045612,63,Varying,3.1216109736309647,1.058902157500883
615ce4d0388d7ca055118747,29,Fixed,1.9537786090705855,1.0662165912288908
615ce4d0388d7ca055118747,29,Varying,2.114889115672538,1.2165413101722111
615e1782e969d4939045c54f,33,Fixed,1.566922067582902,1.0341302873097657
615e1782e969d4939045c54f,33,Varying,1.9329984259163673,1.5570499681521748
6165af4b36cb3bae91f2e355,31,Fixed,2.422322663705412,1.210970585560758
6165af4b36cb3bae91f2e355,31,Varying,2.7624960961560134,1.158137354295764
616604bed27acb2f4e2841a9,25,Fixed,3.6871327354031695,1.5103480457032434
616604bed27acb2f4e2841a9,25,Varying,2.8390141813958394,1.1603360508801686
6171125c1d572c106f10824e,39,Fixed,3.768284261774459,1.1482413266177458
6171125c1d572c106f10824e,39,Varying,3.921338828523021,1.0919022373397764
6172b85dcc19bffb22604f1b,32,Fixed,3.083262294762672,0.9577238859017827
6172b85dcc19bffb22604f1b,32,Varying,2.823296741229736,0.7771871980764742
622f847b881caa647e7ce207,67,Fixed,2.2479296731559435,0.8820868087816132
622f847b881caa647e7ce207,67,Varying,2.2202289735950274,0.9565602711562036
627722a4b5a575a6023a3382,44,Fixed,1.9471456388157018,0.904357757796796
627722a4b5a575a6023a3382,44,Varying,2.0903701451671695,0.9040437202909805
62858e3a433a7a27305f1992,71,Fixed,2.7731531908253397,0.9199432588513572
62858e3a433a7a27305f1992,71,Varying,2.6084720906702095,1.0921354150759441
62879b859698ba45e6afa90f,69,Fixed,3.1189523921471487,1.1332028540805184
62879b859698ba45e6afa90f,69,Varying,3.1632786726438527,1.172301418017074
628804d2d0584458ddaafc0c,35,Fixed,1.8005430157990425,1.028484377326186
628804d2d0584458ddaafc0c,35,Varying,1.7153638754010767,1.1281527167071301
628f572a2d1304a34b9e1a37,75,Fixed,3.348298645449977,1.0394188782047136
628f572a2d1304a34b9e1a37,75,Varying,3.007094868276697,0.9473617722306634
62a9513ae9305607fd5af01a,60,Fixed,2.6046717434257616,1.387777012239246
62a9513ae9305607fd5af01a,60,Varying,2.8959610213385814,1.4349634551394888
62b601e089d3d1134aed066b,72,Fixed,3.3699361756950044,0.8046323357711987
62b601e089d3d1134aed066b,72,Varying,3.021235646118101,0.7841496226022479
62bdadf07a2fd70b3257e791,31,Fixed,2.4170442005794106,0.820273610695725
62bdadf07a2fd70b3257e791,31,Varying,2.3085062541637713,1.0408737683637013
62cd9b920ed1b7c1648818d3,76,Fixed,3.68825076703997,1.095586577858612
62cd9b920ed1b7c1648818d3,76,Varying,3.434356884042321,1.1069084626697268
62df7fc27c9e824a7a774103,40,Fixed,2.4415871768250246,1.4951606031974902
62df7fc27c9e824a7a774103,40,Varying,2.912078349702893,1.5007710978823827
62e05742fafd80b3f0c2e20b,22,Fixed,1.580806320629806,1.4150754771105418
62e05742fafd80b3f0c2e20b,22,Varying,1.378364084820544,1.4971930037945123
62f18c2d37a5f255f351b61d,49,Fixed,2.855127565449083,1.0289119767031059
62f18c2d37a5f255f351b61d,49,Varying,3.0371013086175362,1.0387743008150294
62f269f2a7751126ffb96a4c,60,Fixed,2.6682715618134134,0.674773562770993
62f269f2a7751126ffb96a4c,60,Varying,2.656905707827316,0.6166123966647692
62fcf3d9948e4a6a9623cce8,72,Fixed,2.9704003928039913,0.8526801570035476
62fcf3d9948e4a6a9623cce8,72,Varying,2.8553180413786543,0.7491604408195109
6318be45a49442eee3a88cb3,68,Fixed,2.4348466912292315,0.8622020035681304
6318be45a49442eee3a88cb3,68,Varying,2.399955090796529,0.6750635853028142
631b428359f449b8159625f8,36,Fixed,3.1987255809405055,0.898287649414919
631b428359f449b8159625f8,36,Varying,3.088974089346849,0.8299923227369359
631c26a9aca573805b1907d9,21,Fixed,2.438107813086307,0.7992308980482787
631c26a9aca573805b1907d9,21,Varying,2.282080793030379,0.6206280496820817
631f1b608af38f654d2a3b1f,40,Fixed,3.3273536158745975,1.180656585730444
631f1b608af38f654d2a3b1f,40,Varying,3.896493469781644,1.1203873681435206
631f55697876499cef1a3ebb,63,Fixed,2.303616083974668,1.6289783423998023
631f55697876499cef1a3ebb,63,Varying,2.6813446107763923,1.6264719229424869
632651a9f1a00140dc2b9487,78,Fixed,2.7883048200862053,0.9504120345830307
632651a9f1a00140dc2b9487,78,Varying,2.9385768739087936,1.2307064617090795
632b5400bf46cdb11db9f588,26,Fixed,3.7466210516387877,1.0020432127640488
632b5400bf46cdb11db9f588,26,Varying,3.332018693491828,0.8027610348117373
632f7d0761bce49001d13953,40,Fixed,1.1389552031732788,1.4960159596442146
632f7d0761bce49001d13953,40,Varying,1.048997621607454,1.3154431857824767
63378180a7bc5bc3427e8db0,70,Fixed,2.5987731554488325,1.1911350545432746
63378180a7bc5bc3427e8db0,70,Varying,2.333036891817819,1.3289773052891
63480954af4c7db036aa6595,73,Fixed,2.2215458255420257,1.2501839355356321
63480954af4c7db036aa6595,73,Varying,2.6603890836837376,1.156999060226657
63617d69f2a3425296c8d89e,35,Fixed,2.0177937624201854,0.8627209138669429
63617d69f2a3425296c8d89e,35,Varying,2.5406041635311225,1.2929917958849861
63626fe174f7db263a4aa8f2,50,Fixed,2.3306257865551543,2.032334666767444
63626fe174f7db263a4aa8f2,50,Varying,2.319872330454117,1.1948081405824622
6365437b0637981c7666125b,86,Fixed,1.7503652383702621,1.0050770435434788
6365437b0637981c7666125b,86,Varying,2.0730638484137964,1.2997670228831415
636acaf0ab9c76f449b54f2b,43,Fixed,2.572818084944671,0.7706291117462327
636acaf0ab9c76f449b54f2b,43,Varying,2.838721172686743,0.8756689305699152
6373b943edc58781ec916dc9,49,Fixed,2.3592551870699787,0.700402385565877
6373b943edc58781ec916dc9,49,Varying,2.4853197621763647,0.6675468705722956
637656f618065b68614915b0,65,Fixed,1.3784759808448228,1.1771632827416336
637656f618065b68614915b0,65,Varying,1.4205898529581116,1.4463676828406655
6376916db0ae9a57d377d0d2,70,Fixed,2.6876317073625704,1.161521976189239
6376916db0ae9a57d377d0d2,70,Varying,2.5524288248635645,0.7941421528183439
6384e535ba619451063f5223,69,Fixed,2.230286150257989,1.1373123842041617
6384e535ba619451063f5223,69,Varying,2.1457860174124552,0.8805557024508862
638e4ace1c4a380ecc49932f,73,Fixed,2.7208295077990203,1.11726979900835
638e4ace1c4a380ecc49932f,73,Varying,2.8897892696191154,1.12511889830094
638fdf87700dd1228bade2e1,70,Fixed,3.470567394351975,0.8490478136946908
638fdf87700dd1228bade2e1,70,Varying,2.5250093019518625,0.7887974454520335
639dc966f953a42bc397c24b,75,Fixed,1.6074396275360223,1.0019082717167036
639dc966f953a42bc397c24b,75,Varying,1.915058872845462,1.157124550580754
63ade94905e590dbf726b7fb,50,Fixed,1.4612956988801689,0.8067604070101745
63ade94905e590dbf726b7fb,50,Varying,1.8656206314264778,0.8923116372225041
63b0b5cfc9252404951ac395,70,Fixed,2.037551867432287,1.5395737134376763
63b0b5cfc9252404951ac395,70,Varying,2.563413065098683,2.073106276943038
63b46b4cb554f946b60fd1d6,72,Fixed,1.5458246874836006,0.8624615838517782
63b46b4cb554f946b60fd1d6,72,Varying,2.359518663450366,1.2663997291107545
63b5681c49af1cbe651420bc,55,Fixed,3.5368729470060956,1.0540911647432967
63b5681c49af1cbe651420bc,55,Varying,3.695263863365554,1.0207392734759166
63bdb63007b7ff499cb0e839,53,Fixed,1.554919941244135,1.306173697114642
63bdb63007b7ff499cb0e839,53,Varying,1.485787951141519,1.3189925387347599
63bed6e176fba857a47fbaff,61,Fixed,2.446599889227014,1.2396871091820343
63bed6e176fba857a47fbaff,61,Varying,2.921657192674839,1.5067784350056586
63c4a90d09909e33d5e82f21,50,Fixed,1.4351777195888178,0.6392584369654154
63c4a90d09909e33d5e82f21,50,Varying,1.9321817886581982,1.1387274595880166
63c9fd72104f2f9bdc6b1fcc,86,Fixed,2.319974506639074,1.0418665082334306
63c9fd72104f2f9bdc6b1fcc,86,Varying,2.422719427545374,0.9539122829516767
63caa01beb22afd1f8a42b54,69,Fixed,2.7759451498931402,1.123848753791293
63caa01beb22afd1f8a42b54,69,Varying,2.699035718230537,1.0833663784298249
63cbd5095083beef0c8b1a7a,62,Fixed,1.5586410282059118,0.9517299314610338
63cbd5095083beef0c8b1a7a,62,Varying,1.2492203207523251,1.024158808180105
63d2fe57eea8cacc91a44fdd,62,Fixed,2.070685239120986,1.0094829108748598
63d2fe57eea8cacc91a44fdd,62,Varying,1.9273418734533934,0.8953608734388596
63d7b81d79044b73bfb50952,40,Fixed,2.618349625598304,1.0942028394365966
63d7b81d79044b73bfb50952,40,Varying,2.6066156899205195,0.9060651995297605
63da9d744c860382808770bd,62,Fixed,3.1343441059230326,1.3859909628569715
63da9d744c860382808770bd,62,Varying,3.1225285349191694,1.4030599063249216
63e51e55974365f1e43df265,19,Fixed,2.3590361077147506,1.042291517445525
63e51e55974365f1e43df265,19,Varying,2.172691655558353,0.9614289710361279
63e995a63f886d83e6ec5881,22,Fixed,3.0099107872023687,1.198393202038663
63e995a63f886d83e6ec5881,22,Varying,2.883799393574132,0.9733929163773198
63f030e4617ebd1995cef566,67,Fixed,1.848399748523337,1.045681646695986
63f030e4617ebd1995cef566,67,Varying,1.7219787902589478,1.0668214130473268
63f7a192f23f12b947c92d36,67,Fixed,1.1045424951249037,1.0234460652086261
63f7a192f23f12b947c92d36,67,Varying,0.8749301715659983,1.039969750002237
63f7a3efa5b4d0027e3185f0,40,Fixed,5.713824801758847,1.313114882750535
63f7a3efa5b4d0027e3185f0,40,Varying,5.569457317699673,1.4210412320330028
63fa2287bd13de487b3d7393,57,Fixed,2.188680902790488,0.7676772860326934
63fa2287bd13de487b3d7393,57,Varying,2.229284157133925,0.6572802217875159
63fcde3494055a563c72cb12,76,Fixed,1.2640784918987973,0.5330695203236455
63fcde3494055a563c72cb12,76,Varying,1.3249929449110258,0.3646526300050321
64050cfd151bc9945fd3eac9,60,Fixed,2.589140927801126,0.7593598254952142
64050cfd151bc9945fd3eac9,60,Varying,2.4107203906916563,0.7303567704395325
640606633093306c279c0b97,52,Fixed,2.228966001205598,1.1352737795677217
640606633093306c279c0b97,52,Varying,2.5053136684873323,0.990433430735495
6406d015ad2a96ceef1f86cc,73,Fixed,2.3960173637234257,0.8024034507302676
6406d015ad2a96ceef1f86cc,73,Varying,2.1068359814688056,0.8586822018780801
64071f8576c48034c00df845,69,Fixed,1.7828306654062702,1.1971350635110125
64071f8576c48034c00df845,69,Varying,1.4148594090286322,1.1483576923307341
640bb9ea594c3fb80a4be5fb,49,Fixed,2.558854269001233,1.4476019505880084
640bb9ea594c3fb80a4be5fb,49,Varying,1.7659376911807392,1.1475379406555173
