bonus,incorrectC1,incorrectC2,uniqueid,workerid
0.0,0.0,0.0,655727ebfca43fc335260382:TSS_CAC_OA,655727ebfca43fc335260382
0.0,0.0,0.0,5fde4292a4d8245990ada5bc:TSS_CAC_OA,5fde4292a4d8245990ada5bc
0.0,0.0,0.0,5f773334d74b082186824cac:TSS_CAC_OA,5f773334d74b082186824cac
0.0,0.0,0.0,5ce42b3454e33d001918923a:TSS_CAC_OA,5ce42b3454e33d001918923a
0.0,0.0,0.0,5fb41cbb6ab13204137b931e:TSS_CAC_OA,5fb41cbb6ab13204137b931e
0.0,0.0,0.0,62b601e089d3d1134aed066b:TSS_CAC_OA,62b601e089d3d1134aed066b
0.0,0.0,0.0,5bdc8d12b2fff7000189b6f8:TSS_CAC_OA,5bdc8d12b2fff7000189b6f8
0.0,0.0,0.0,659d5714dc9577f554cf1385:TSS_CAC_OA,659d5714dc9577f554cf1385
0.0,,,628f700669d5f6e4e33c8d8e:TSS_CAC_OA,628f700669d5f6e4e33c8d8e
0.0,0.0,0.0,638e4ace1c4a380ecc49932f:TSS_CAC_OA,638e4ace1c4a380ecc49932f
0.0,,,5687bbe7369319000c269af0:TSS_CAC_OA,5687bbe7369319000c269af0
0.0,0.0,0.0,63b46b4cb554f946b60fd1d6:TSS_CAC_OA,63b46b4cb554f946b60fd1d6
0.0,0.0,0.0,5ef035131f1b2a546b44c391:TSS_CAC_OA,5ef035131f1b2a546b44c391
0.0,0.0,0.0,60f8760725c31a8e9cc7ce29:TSS_CAC_OA,60f8760725c31a8e9cc7ce29
0.0,0.0,0.0,651eea44194fa8c200606af7:TSS_CAC_OA,651eea44194fa8c200606af7
0.0,0.0,0.0,657cbd52949ddd9d3426dbba:TSS_CAC_OA,657cbd52949ddd9d3426dbba
0.0,0.0,0.0,653d24b26d450d5f684b5011:TSS_CAC_OA,653d24b26d450d5f684b5011
0.0,0.0,0.0,6564b4871e2847cd44a52718:TSS_CAC_OA,6564b4871e2847cd44a52718
0.0,0.0,0.0,62858e3a433a7a27305f1992:TSS_CAC_OA,62858e3a433a7a27305f1992
0.0,0.0,0.0,65675f2ae0bb2e4ecb9c539d:TSS_CAC_OA,65675f2ae0bb2e4ecb9c539d
0.0,0.0,0.0,65aaf74b028a4828c08a4630:TSS_CAC_OA,65aaf74b028a4828c08a4630
0.0,0.0,0.0,659f14a1a119daa53162b173:TSS_CAC_OA,659f14a1a119daa53162b173
0.0,0.0,0.0,65aa855a8692cf702bea521a:TSS_CAC_OA,65aa855a8692cf702bea521a
0.0,0.0,0.0,65c240c5fae466a93e7a7f68:TSS_CAC_OA,65c240c5fae466a93e7a7f68
